,X,gbifID,class,order,family,genus,species,decimalLatitude,decimalLongitude,depth,eventDate,day,month,year,spicules,newdepth,npoints_newdepth
1,28,1100857101,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-29.266,114.916,NA,1979-04-23T00:00:00,23,4,1979,0,NA,NA
2,11107,1100857370,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-29.266,114.916,NA,1979-04-23T00:00:00,23,4,1979,0,NA,NA
3,373597,1100857338,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-29.266,114.916,NA,1979-04-23T00:00:00,23,4,1979,0,NA,NA
4,652174,1085960219,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-11.190167,129.716833,NA,1987-08-13T00:00:00,13,8,1987,0,NA,NA
5,652190,1085962199,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-12.497667,130.885667,NA,2002-08-20T00:00:00,20,8,2002,0,NA,NA
6,653058,728020935,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-11.19,129.72,18,1987-08-13T00:00:00,13,8,1987,0,NA,NA
7,654163,728019541,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-13.33,129.88,5.5,1985-07-21T00:00:00,21,7,1985,0,NA,NA
8,654526,1085959535,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella popeae,-13.916667,129.883333,NA,1985-07-21T00:00:00,21,7,1985,0,NA,NA
9,539316,1066784720,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-4.924367,150.9257,31,2007-10-22T00:00:00,22,10,2007,0,NA,NA
10,537611,1066787036,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-21.865,150.555,50,2004-04-26T00:00:00,26,4,2004,0,NA,NA
11,720046,1935811240,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-14.3544,124.9488,NA,2015-12-16T00:00:00,16,12,2015,0,NA,NA
12,718564,3901950820,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-13.8305,126.1386,NA,2016-03-05T00:00:00,5,3,2016,0,NA,NA
13,718040,1935751474,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-15.3766,124.2483,NA,2015-03-15T00:00:00,15,3,2015,0,NA,NA
14,719440,1935775506,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-13.5364,125.8465,NA,2016-03-10T00:00:00,10,3,2016,0,NA,NA
15,717961,3901975155,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-15.4936,121.6362,NA,2016-10-25T00:00:00,25,10,2016,0,NA,NA
16,728050,1066774221,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-24.101944,152.701667,20.8,1996-03-14T00:00:00,14,3,1996,0,NA,NA
17,656588,1085959881,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-12.393833,130.8185,NA,1986-08-20T00:00:00,20,8,1986,0,NA,NA
18,654031,1085960510,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,,-20.464167,115.545,NA,1988-08-30T00:00:00,30,8,1988,0,NA,NA
19,444895,4075593068,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella rubra,-22.298006,166.437231,NA,2019-11-30T09:12:00,30,11,2019,0,NA,NA
20,519502,4055738315,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella rubra,-22.33389,166.38056,19,1992-10-13T00:00:00,13,10,1992,0,NA,NA
21,524262,4055751532,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella rubra,-22.333889,166.380556,19,1992-10-13T00:00:00,13,10,1992,0,NA,NA
22,632360,4034633913,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella rubra,-35.369615,138.388933,NA,2023-02-08T14:47:00,8,2,2023,0,NA,NA
23,526867,4055758145,Demospongiae,Verongiida,Ianthellidae,Anomoianthella,Anomoianthella lamella,4,144.866667,NA,1986-08-12T00:00:00,12,8,1986,0,NA,NA
24,70,1100857618,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia flabellum,-33.733,151.366,NA,1973-01-02T00:00:00,2,1,1973,0,NA,NA
25,292,1100856389,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.60833,151.333,NA,1975-10-28T00:00:00,28,10,1975,0,NA,NA
26,360,1100857507,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-35.516,150.716,NA,1974-05-08T00:00:00,8,5,1974,0,NA,NA
27,1241,1100856387,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.60833,151.333,NA,1975-10-28T00:00:00,28,10,1975,0,NA,NA
28,2937,1100855918,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.75,151.3,NA,1974-07-06T00:00:00,6,7,1974,0,NA,NA
29,10548,1100855940,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.82499,151.3,NA,1976-08-24T00:00:00,24,8,1976,0,NA,NA
30,10633,1100855938,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.82499,151.3,NA,1976-08-24T00:00:00,24,8,1976,0,NA,NA
31,535522,1066770651,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-16.867778,168.518889,10,1996-06-11T00:00:00,11,6,1996,0,NA,NA
32,680383,1100856292,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia rimosa,-33.82499,151.3,NA,1975-10-10T00:00:00,10,10,1975,0,NA,NA
33,536457,1066771410,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-10.334444,143,19,1997-02-16T00:00:00,16,2,1997,0,NA,NA
34,1540,1100855803,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-33.60833,151.333,NA,1975-10-28T00:00:00,28,10,1975,0,NA,NA
35,723347,1066788291,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-17.218056,146.283333,37.8,1979-10-10T00:00:00,10,10,1979,0,NA,NA
36,534713,1066772228,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-20.875,149.575,24,1988-11-10T00:00:00,10,11,1988,0,NA,NA
37,652553,1085959422,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-16.516667,121.466667,NA,1985-04-17T00:00:00,17,4,1985,0,NA,NA
38,717716,1935830573,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-13.7942,126.1188,NA,2016-03-07T00:00:00,7,3,2016,0,NA,NA
39,720041,3901961769,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-15.5591,122.1184,NA,2016-10-31T00:00:00,31,10,2016,0,NA,NA
40,722443,1066773356,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-5.176667,145.838333,3,1990-09-09T00:00:00,9,9,1990,0,NA,NA
41,727935,1066768064,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,-12.1525,130.985278,14,1993-10-11T00:00:00,11,10,1993,0,NA,NA
42,349209,1322330455,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,,16.8228,-88.0958,NA,1985-05-10T00:00:00,10,5,1985,0,NA,NA
43,2623,3070864396,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-33.09121,151.67504,NA,2009-05-14T00:00:00,14,5,2009,0,NA,NA
44,539145,1066775956,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-27.950278,153.449661,26,1999-04-14T00:00:00,14,4,1999,0,NA,NA
45,461192,1890462042,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-47.743301,179.123306,155,1962-11-16T00:00:00,16,11,1962,0,NA,NA
46,1200,1100857819,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-33.8,151.27499,NA,1959-04-26T00:00:00,26,4,1959,0,NA,NA
47,722152,1066771902,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-35.115,150.768333,12.5,1988-02-08T00:00:00,8,2,1988,0,NA,NA
48,591290,1456443088,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,0.55,-46.32,69,1975-05-14T00:00:00,14,5,1975,0,NA,NA
49,459718,1890514026,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-47.22285,167.636467,10,2011-11-21T00:00:00,21,11,2011,0,NA,NA
50,680673,1100857520,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-33.82499,151.3,NA,1977-03-26T00:00:00,26,3,1977,0,NA,NA
51,8050,1066771918,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-29.970833,153.2545,12,1988-02-19T00:00:00,19,2,1988,0,NA,NA
52,6244,1066781932,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia turgida,-27.9512,153.449844,11.5,2004-07-29T00:00:00,29,7,2004,0,NA,NA
53,3392,4029036295,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.134862,5.736752,NA,2021-12-31T12:59:00,31,12,2021,0,NA,NA
54,368211,3456124102,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.691001,7.308591,NA,2017-06-25T11:55:00,25,6,2017,0,NA,NA
55,574867,3873584045,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,45.147179,14.666265,NA,2016-07-24T12:25:00,24,7,2016,0,NA,NA
56,595249,3830102322,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,41.85694,8.75014,NA,2020-02-15T00:00:00,15,2,2020,0,NA,NA
57,604357,3830342614,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.40901,6.84389,NA,2015-06-20T00:00:00,20,6,2015,0,NA,NA
58,608076,3830300999,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.40901,6.84389,NA,2020-09-22T00:00:00,22,9,2020,0,NA,NA
59,610328,3830325467,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.41002,6.84759,NA,2020-09-27T00:00:00,27,9,2020,0,NA,NA
60,633939,3874058778,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.328048,5.078241,NA,2022-07-09T11:48:00,9,7,2022,0,NA,NA
61,634284,3455941255,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia cavernosa,43.324358,5.079628,NA,2015-08-13T10:47:00,13,8,2015,0,NA,NA
62,6979,1066769966,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.568056,117.235833,74,1995-08-31T00:00:00,31,8,1995,0,NA,NA
63,651143,1085958580,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.933333,117.95,NA,1985-12-05T00:00:00,5,12,1985,0,NA,NA
64,652769,1085958592,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.933333,117.95,NA,1985-12-05T00:00:00,5,12,1985,0,NA,NA
65,653757,1085958368,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.4675,118.921667,NA,1983-04-26T00:00:00,26,4,1983,0,NA,NA
66,654404,1085958190,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-12.551333,130.850667,NA,1982-07-18T00:00:00,18,7,1982,0,NA,NA
67,655801,1085959406,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-16.566667,121.45,NA,1985-04-17T00:00:00,17,4,1985,0,NA,NA
68,655832,1085959026,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.383333,118.466667,NA,1984-01-25T00:00:00,25,1,1984,0,NA,NA
69,656015,728016756,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia costifera,-19.47,118.92,7,1983-04-26T00:00:00,26,4,1983,0,NA,NA
70,127748,3033763385,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia caliculata,-7.6417,-34.6167,27,1963-04-06T00:00:00,6,4,1963,0,NA,NA
71,522424,4055745846,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia caerulea,34.533333,11.983333,65,1954-08-31T00:00:00,31,8,1954,0,NA,NA
72,527293,4055759069,Demospongiae,Dictyoceratida,Thorectidae,Fasciospongia,Fasciospongia caerulea,34.533333,11.983333,65,1954-08-31T00:00:00,31,8,1954,0,NA,NA
73,655092,1085957650,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-11.121667,132.333333,NA,1982-04-30T00:00:00,30,4,1982,0,NA,NA
74,467261,1890323806,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-12.245,143.815002,26.1,2005-02-07T00:00:00,7,2,2005,0,NA,NA
75,725799,1066784880,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-10.69,142.38,16,2005-04-07T00:00:00,7,4,2005,0,NA,NA
76,724300,1066784922,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-10.73,142.34,16,2005-04-07T00:00:00,7,4,2005,0,NA,NA
77,455397,1890316949,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-21.445,150.514999,60.2,2003-12-04T00:00:00,4,12,2003,0,NA,NA
78,517725,3855724592,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,7.796667,98.530333,10,2014-04-23T00:00:00,23,4,2014,0,NA,NA
79,726274,1066787942,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-22.15,153.916667,400,1980-09-21T00:00:00,21,9,1980,0,NA,NA
80,663601,3313140905,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-11.7127,143.4635,NA,1994-10-22T20:02:00,22,10,1994,0,NA,NA
81,663650,3313152680,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-11.648,143.5533,20,1995-12-02T19:36:00,2,12,1995,0,NA,NA
82,6306,1066782136,Demospongiae,Dictyoceratida,Spongiidae,Spongia,,-23.466,151.9353,18.5,2004-11-08T00:00:00,8,11,2004,0,NA,NA
83,2895,1100857544,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia illawarra,-33.82499,151.3,NA,1972-08-28T00:00:00,28,8,1972,0,NA,NA
84,614363,3830271298,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.85043,8.75475,NA,2014-08-29T00:00:00,29,8,2014,0,NA,NA
85,551091,2488110639,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,43.07294,6.06679,NA,2010-05-22T00:00:00,22,5,2010,0,NA,NA
86,610748,3830359134,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.85043,8.75475,NA,2015-07-16T00:00:00,16,7,2015,0,NA,NA
87,594914,3830076472,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.8383,8.74246,NA,2020-06-20T00:00:00,20,6,2020,0,NA,NA
88,597640,3830116585,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,43.44901,3.84376,NA,2018-08-20T00:00:00,20,8,2018,0,NA,NA
89,612953,3830370745,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.8383,8.74246,NA,2020-08-14T00:00:00,14,8,2020,0,NA,NA
90,621903,3830198078,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.83442,9.42301,NA,2021-06-19T00:00:00,19,6,2021,0,NA,NA
91,606836,3830380328,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,43.40901,6.84389,NA,2017-04-29T00:00:00,29,4,2017,0,NA,NA
92,602998,3830213679,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,43.51404,7.07193,NA,2012-05-27T00:00:00,27,5,2012,0,NA,NA
93,611428,3830419350,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia officinalis,41.8383,8.74246,NA,2013-08-28T00:00:00,28,8,2013,0,NA,NA
94,11479,1058265643,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,21.4964,-71.1691,12,2015-02-04T10:09:00,4,2,2015,0,NA,NA
95,11504,1030652862,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,14.4546,-60.8849,8.7,2004-09-13T15:23:00,13,9,2004,0,NA,NA
96,623138,1234564261,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,27.533333,-96.466667,59,1976-09-12T00:00:00,12,9,1976,0,NA,NA
97,623307,1234564531,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,27.883333,-93.3,74.5,1977-09-24T00:00:00,24,9,1977,0,NA,NA
98,623377,1234564519,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,27.883333,-93.3,74.5,1977-09-24T00:00:00,24,9,1977,0,NA,NA
99,176257,1322281035,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,9.2414,-82.1736,NA,2009-07-16T00:00:00,16,7,2009,0,NA,NA
100,467259,1890401698,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,9.24139,-82.173607,NA,2009-07-16T00:00:00,16,7,2009,0,NA,NA
101,526346,4055756432,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,28.790833,-82.764722,4,1953-09-19T00:00:00,19,9,1953,0,NA,NA
102,577402,899646623,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,24.596,-81.706,NA,2002-02-26T00:00:00,26,2,2002,0,NA,NA
103,633313,3873631652,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,24.735092,-81.026465,NA,2022-07-01T10:43:00,1,7,2022,0,NA,NA
104,658483,3028019046,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,9.3058,-82.1731,2,2015-05-21T00:00:00,21,5,2015,0,NA,NA
105,658889,3028053686,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia anclotea,9.3058,-82.1731,2,2015-05-21T00:00:00,21,5,2015,0,NA,NA
106,179184,1895106261,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tampa,21.475,-86.875,0,1994-09-21T00:00:00,21,9,1994,0,NA,NA
107,179677,1895106227,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tampa,21.508333,-86.925,0,1995-07-19T00:00:00,19,7,1995,0,NA,NA
108,330593,2557628201,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia obscura,21.55888,-81.74267,39,2017-05-27T00:00:00,27,5,2017,0,NA,NA
109,375478,1418663033,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia obscura,19.557778,-87.392222,2,2013-10-16T00:00:00,16,10,2013,0,NA,NA
110,577266,899646651,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia obscura,24.665833,-81.393667,NA,2003-03-02T00:00:00,2,3,2003,0,NA,NA
111,578796,899647066,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia obscura,24.481167,-82.167167,NA,2008-12-07T00:00:00,7,12,2008,0,NA,NA
112,376335,1418663013,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,19.557778,-87.392222,2,2013-10-16T00:00:00,16,10,2013,0,NA,NA
113,648555,3417098462,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-07-20T00:00:00,20,7,2011,0,NA,NA
114,648970,3922485359,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.842789,-68.227661,0.9,2011-01-14T00:00:00,14,1,2011,0,NA,NA
115,649601,3417099462,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-07-20T00:00:00,20,7,2011,0,NA,NA
116,649469,3417099324,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-03-17T00:00:00,17,3,2011,0,NA,NA
117,649091,3417098971,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-01-13T00:00:00,13,1,2011,0,NA,NA
118,648547,3922485313,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.842789,-68.227661,0.9,2011-02-17T00:00:00,17,2,2011,0,NA,NA
119,348538,1322615276,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,16.8228,-88.0958,NA,1987-01-18T00:00:00,18,1,1987,0,NA,NA
120,649279,3417099149,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-06-14T00:00:00,14,6,2011,0,NA,NA
121,649195,3417099066,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia tubulifera,10.835481,-68.263372,0.9,2011-05-13T00:00:00,13,5,2011,0,NA,NA
122,609014,3830393301,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.20035,5.49398,NA,2014-06-28T00:00:00,28,6,2014,0,NA,NA
123,550647,2488205266,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.16338,5.59928,NA,2011-06-23T00:00:00,23,6,2011,0,NA,NA
124,548972,2488071354,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.19673,5.36158,NA,2011-06-22T00:00:00,22,6,2011,0,NA,NA
125,617413,3830355188,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.32926,5.23698,NA,2018-05-26T00:00:00,26,5,2018,0,NA,NA
126,605252,3830233393,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.17157,5.39385,NA,2015-08-13T00:00:00,13,8,2015,0,NA,NA
127,351046,3470342493,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,37.396006,-8.833712,24.5,2019-09-17T00:00:00,17,9,2019,0,NA,NA
128,550268,2488086836,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,43.17394,5.38416,NA,2005-01-01T00:00:00,1,1,2005,0,NA,NA
129,618397,3830060906,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,41.907,8.73798,NA,2017-08-20T00:00:00,20,8,2017,0,NA,NA
130,605327,3830233937,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,41.82629,8.75522,NA,2021-06-20T00:00:00,20,6,2021,0,NA,NA
131,351218,3470345147,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia lamella,37.193805,-8.936524,39,2019-09-18T00:00:00,18,9,2019,0,NA,NA
132,662645,4040465915,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,39.56,-0.27,NA,2016-08-19T00:00:00,19,8,2016,0,NA,NA
133,576997,4040898283,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.61,0.01,NA,2018-06-27T00:00:00,27,6,2018,0,NA,NA
134,662471,4040909356,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.6,0.01,NA,2018-06-27T00:00:00,27,6,2018,0,NA,NA
135,417395,4041077939,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.6,-0.01,NA,2018-06-27T00:00:00,27,6,2018,0,NA,NA
136,417359,4040463967,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.5,-0.13,NA,2016-10-06T00:00:00,6,10,2016,0,NA,NA
137,576848,4040849725,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,39.35,-0.29,NA,2017-10-24T00:00:00,24,10,2017,0,NA,NA
138,577010,1501408577,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.13,-0.56,NA,2012-09-22T00:00:00,22,9,2012,0,NA,NA
139,662544,1501702282,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.63,0.03,NA,2015-06-17T00:00:00,17,6,2015,0,NA,NA
140,350946,3470341796,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,37.076904,-8.985944,47,2019-09-16T00:00:00,16,9,2019,0,NA,NA
141,662326,1501408627,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia agaricina,38.4,-0.34,NA,2012-09-25T00:00:00,25,9,2012,0,NA,NA
142,375343,1418663056,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia obliqua,19.557778,-87.392222,2,2013-10-16T00:00:00,16,10,2013,0,NA,NA
143,376472,1418663035,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia zimocca,19.557778,-87.392222,2,2013-10-16T00:00:00,16,10,2013,0,NA,NA
144,715573,1317952031,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia zimocca,-1.87,75.57,NA,1951-07-24T00:00:00,24,7,1951,0,NA,NA
145,650916,1085960389,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-21.533333,114.733333,NA,1988-08-22T00:00:00,22,8,1988,0,NA,NA
146,533733,1066767231,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-32.55,133.7,350,1992-05-01T00:00:00,1,5,1992,0,NA,NA
147,459719,1890513782,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-36.271667,174.794998,12,1992-08-01T00:00:00,1,8,1992,0,NA,NA
148,650966,1085960508,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-20.49,115.566667,NA,1988-08-30T00:00:00,30,8,1988,0,NA,NA
149,721885,1066775005,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-26.943516,153.487427,21.7,1997-12-01T00:00:00,1,12,1997,0,NA,NA
150,441405,1272176938,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-31.734,115.7002,NA,2000-12-16T00:00:00,16,12,2000,0,NA,NA
151,650885,728022914,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-13.39,143.74,14,1990-12-12T00:00:00,12,12,1990,0,NA,NA
152,656567,1085961099,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-32.55,133.7,NA,1990-01-01T00:00:00,1,1,1990,0,NA,NA
153,726029,1066769579,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-21.784722,152.451111,30,1995-07-26T00:00:00,26,7,1995,0,NA,NA
154,515291,3855754482,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia hispida,-34.177667,172.0465,14,1999-04-15T00:00:00,15,4,1999,0,NA,NA
155,446428,1890405317,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia magellanica,-42.866699,-73.733299,10,1972-07-02T00:00:00,2,7,1972,0,NA,NA
156,462783,1890405284,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia magellanica,-45.966702,-73.75,10,1972-07-02T00:00:00,2,7,1972,0,NA,NA
157,468741,1890405218,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia magellanica,-33.700001,-79,145,1972-07-02T00:00:00,2,7,1972,0,NA,NA
