,X,gbifID,class,order,family,genus,species,decimalLatitude,decimalLongitude,depth,eventDate,day,month,year,spicules,newdepth,npoints_newdepth
447,528720,4055762511,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pilosa,-23.4,151.8,14,1979-05-13T00:00:00,13,5,1979,0,NA,NA
448,528725,4055762516,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia microconulosa,-23.45,151.9,0.5,1979-06-23T00:00:00,23,6,1979,0,NA,NA
449,650884,1085963531,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-12.315698,129.93925,NA,2010-08-05T00:00:00,5,8,2010,0,NA,NA
450,655764,1085963365,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.16285,129.826033,NA,2009-09-08T00:00:00,8,9,2009,0,NA,NA
451,652991,1085963805,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.12491,129.914002,NA,2010-08-24T00:00:00,24,8,2010,0,NA,NA
452,656352,1085963487,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.71355,129.841948,NA,2009-09-14T00:00:00,14,9,2009,0,NA,NA
453,653472,1085963218,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-10.37369,129.55466,NA,2009-09-01T00:00:00,1,9,2009,0,NA,NA
454,651226,1085962879,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-12.467333,130.8295,NA,2009-04-22T00:00:00,22,4,2009,0,NA,NA
455,653344,1085963838,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.544943,129.823993,NA,2010-08-26T00:00:00,26,8,2010,0,NA,NA
456,650096,1085963481,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.622267,129.835433,NA,2009-09-18T00:00:00,18,9,2009,0,NA,NA
457,654957,1085962851,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-12.467333,130.8295,NA,2009-04-22T00:00:00,22,4,2009,0,NA,NA
458,656788,1085963446,Demospongiae,Dictyoceratida,Irciniidae,Ircinia,Ircinia pinna,-11.71355,129.841948,NA,2009-09-14T00:00:00,14,9,2009,0,NA,NA
459,7294,1066780096,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-16.501499,147.834168,19,2002-02-09T00:00:00,9,2,2002,0,NA,NA
460,725436,1066769881,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,7.266944,134.534722,38,1995-12-06T00:00:00,6,12,1995,0,NA,NA
461,723567,1066777152,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-15.136084,145.729279,13.4,1999-12-16T00:00:00,16,12,1999,0,NA,NA
462,725023,1066781425,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-14.519834,144.981522,20,2003-07-03T00:00:00,3,7,2003,0,NA,NA
463,724054,1066774616,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-15.532166,167.195999,23,1997-05-24T00:00:00,24,5,1997,0,NA,NA
464,535165,1066769870,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,7.266944,134.534722,38,1995-12-06T00:00:00,6,12,1995,0,NA,NA
465,441262,3901902176,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-20.3273,116.8975,NA,1999-07-14T00:00:00,14,7,1999,0,NA,NA
466,538083,1066780072,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-16.513184,174.848862,30,2002-02-09T00:00:00,9,2,2002,0,NA,NA
467,538629,1066778864,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-9.806417,160.853217,46,2001-10-03T00:00:00,3,10,2001,0,NA,NA
468,725715,1066781302,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,,-14.302417,144.813568,23,2003-07-02T00:00:00,2,7,2003,0,NA,NA
469,533654,1066772355,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-35.575,137.433333,17,1989-01-28T00:00:00,28,1,1989,0,NA,NA
470,534770,1066772363,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-35.596667,137.283333,8,1989-01-29T00:00:00,29,1,1989,0,NA,NA
471,537871,1066772934,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-40.323333,147.843333,15,1990-02-22T00:00:00,22,2,1990,0,NA,NA
472,538399,1066772966,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-41.873333,148.306667,15,1990-02-26T00:00:00,26,2,1990,0,NA,NA
473,538914,1066772899,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-40.28,147.906667,17,1990-02-22T00:00:00,22,2,1990,0,NA,NA
474,576314,1632853719,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-33.8833,137.4667,20,2007-02-17T00:00:00,17,2,2007,0,NA,NA
475,727800,1066772432,Demospongiae,Dictyoceratida,Thorectidae,Fenestraspongia,Fenestraspongia intertexta,-35.58,137.483333,14,1989-01-30T00:00:00,30,1,1989,0,NA,NA
476,539034,1066782335,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-23.676983,151.618267,9.5,2004-11-11T00:00:00,11,11,2004,0,NA,NA
477,725794,1066783138,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-8.9828,159.365883,19,2004-07-08T00:00:00,8,7,2004,0,NA,NA
478,5474,1066776528,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-19.960733,149.621262,20,1999-06-06T00:00:00,6,6,1999,0,NA,NA
479,655067,1085957350,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-12.317,130.8835,NA,1981-11-14T00:00:00,14,11,1981,0,NA,NA
480,724629,1066779941,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-15.6358,145.7099,16,2001-11-25T00:00:00,25,11,2001,0,NA,NA
481,719478,1272189191,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-21.0061,114.3863,NA,2004-11-07T00:00:00,7,11,2004,0,NA,NA
482,477116,1852032702,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-15.87667,138.355,NA,1997-02-25T05:16:00,25,2,1997,0,NA,NA
483,722363,1066786937,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-12.115,143.465,29,2004-10-01T00:00:00,1,10,2004,0,NA,NA
484,568407,2429199796,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,7.2774,125.84,NA,2019-04-18T11:22:00,18,4,2019,0,NA,NA
485,721947,1066776290,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella basta,-19.753817,149.179215,26.7,1999-06-05T00:00:00,5,6,1999,0,NA,NA
486,650136,1085959730,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-12.408333,130.8,NA,1986-04-03T00:00:00,3,4,1986,0,NA,NA
487,656304,1085960161,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-11.190167,129.716833,NA,1987-08-14T00:00:00,14,8,1987,0,NA,NA
488,655915,1085963570,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-10.452053,129.523987,NA,2010-08-16T00:00:00,16,8,2010,0,NA,NA
489,656750,1085959765,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-12.408333,130.8,NA,1986-04-03T00:00:00,3,4,1986,0,NA,NA
490,653113,1085963792,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-11.544943,129.823993,NA,2010-08-26T00:00:00,26,8,2010,0,NA,NA
491,725177,1066770875,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-23.451389,151.901944,25,1996-08-06T00:00:00,6,8,1996,0,NA,NA
492,722038,1066766949,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-12.618889,136.818611,26,1991-11-23T00:00:00,23,11,1991,0,NA,NA
493,532655,1066767855,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-12.486111,130.786389,19,1993-09-24T00:00:00,24,9,1993,0,NA,NA
494,171939,1653445953,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-14.65118,145.450493,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
495,652145,1085963418,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella flabelliformis,-11.08935,129.8695,NA,2009-09-08T00:00:00,8,9,2009,0,NA,NA
496,5773,1066780243,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-23.837833,151.932663,34,2001-10-21T00:00:00,21,10,2001,0,NA,NA
497,723966,1066780184,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-16.737516,146.276672,34,2002-02-10T00:00:00,10,2,2002,0,NA,NA
498,726767,1066780285,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-23.533167,151.392166,28,2001-10-25T00:00:00,25,10,2001,0,NA,NA
499,679684,1100857098,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-9.5,147.116,NA,1986-01-12T00:00:00,12,1,1986,0,NA,NA
500,2750,1100857097,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-9.5,147.116,NA,1986-01-12T00:00:00,12,1,1986,0,NA,NA
501,514765,3855748536,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-9.2315,152.426,47,2002-01-10T00:00:00,10,1,2002,0,NA,NA
502,651922,1085963372,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-11.16285,129.826033,NA,2009-09-08T00:00:00,8,9,2009,0,NA,NA
503,524113,4055751234,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-9.471667,147.15,10,1986-01-12T00:00:00,12,1,1986,0,NA,NA
504,535758,1066780255,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-23.615833,151.645996,36,2001-10-21T00:00:00,21,10,2001,0,NA,NA
505,533723,1066780232,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella reticulata,-23.840666,151.85466,34,2001-10-20T00:00:00,20,10,2001,0,NA,NA
506,468939,1890318821,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-23.625,152.085007,52.1,2004-04-16T00:00:00,16,4,2004,0,NA,NA
507,471888,1890320234,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-21.965,150.335007,33.56,2004-09-23T00:00:00,23,9,2004,0,NA,NA
508,7229,1066782474,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-17.60675,146.4147,23.85,2004-11-27T00:00:00,27,11,2004,0,NA,NA
509,6911,1066777944,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-10.65,143.28,29.8,2004-09-01T00:00:00,1,9,2004,0,NA,NA
510,533561,1066776350,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-26.677116,153.235611,30,1998-10-14T00:00:00,14,10,1998,0,NA,NA
511,727282,1066784953,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-10.83,142.16,13,2005-04-08T00:00:00,8,4,2005,0,NA,NA
512,8290,1066768252,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-33.751111,151.685556,50,1993-08-16T00:00:00,16,8,1993,0,NA,NA
513,4179,1066784820,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-10.69,142.38,16,2005-04-07T00:00:00,7,4,2005,0,NA,NA
514,532913,1066781550,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-26.64865,153.183917,15.5,2003-11-20T00:00:00,20,11,2003,0,NA,NA
515,539265,1066784842,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella quadrangulata,-10.73,142.34,16,2005-04-07T00:00:00,7,4,2005,0,NA,NA
516,2889,1100859085,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella labyrinthus,-16.2,123.216,NA,1982-04-28T00:00:00,28,4,1982,0,NA,NA
517,519693,4055738803,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella labyrinthus,-16.316667,123.316667,35,1982-04-28T00:00:00,28,4,1982,0,NA,NA
518,524112,4055751232,Demospongiae,Verongiida,Ianthellidae,Ianthella,Ianthella labyrinthus,-16.316667,123.316667,35,1982-04-28T00:00:00,28,4,1982,0,NA,NA
519,533549,1066780116,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-16.798717,146.277374,22,2002-02-10T00:00:00,10,2,2002,0,NA,NA
520,725736,3901835717,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-10.256683,150.7042,18,2005-07-06T00:00:00,6,7,2005,0,NA,NA
521,462985,1890318376,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-23.375,151.044998,18.8,2004-04-24T00:00:00,24,4,2004,0,NA,NA
522,6975,1633723011,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-23.357591,152.054704,57.3,2005-11-04T00:00:00,4,11,2005,0,NA,NA
523,663638,3313149610,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-11.6043,143.6045,51,1993-11-19T16:22:00,19,11,1993,0,NA,NA
524,717608,3901977505,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-19.9152,116.6963,NA,2017-10-21T00:00:00,21,10,2017,0,NA,NA
525,534516,1066779075,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-21.162167,151.352005,27,2000-03-14T00:00:00,14,3,2000,0,NA,NA
526,720076,1935854367,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-13.5364,125.8465,NA,2016-03-10T00:00:00,10,3,2016,0,NA,NA
527,442802,1272213121,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-15.4313,124.0592,NA,2015-03-20T00:00:00,20,3,2015,0,NA,NA
528,721539,1066773889,Demospongiae,Verongiida,Ianthellidae,Ianthella,,-14.138333,125.691667,16,1991-08-19T00:00:00,19,8,1991,0,NA,NA
529,556712,2956729598,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,51.86022,-5.30671,NA,2016-04-23T00:00:00,23,4,2016,0,NA,NA
530,585133,1423688981,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,52.230211,-6.293105,NA,1994-07-20T00:00:00,20,7,1994,0,NA,NA
531,411078,1806422225,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,52.415629,-9.953901,NA,1996-06-17T00:00:00,17,6,1996,0,NA,NA
532,674223,2933203732,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,51.936198,-5.233086,NA,1979-06-12T00:00:00,12,6,1979,0,NA,NA
533,566168,2956566755,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,51.6983,-5.254652,NA,2015-08-15T00:00:00,15,8,2015,0,NA,NA
534,555717,2956554091,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,51.73012,-5.28219,NA,2015-08-16T00:00:00,16,8,2015,0,NA,NA
535,551563,2488276225,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,49.72878,-1.23307,NA,2011-05-28T00:00:00,28,5,2011,0,NA,NA
536,561924,2956694929,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,51.66925,-5.115307,NA,2018-10-06T00:00:00,6,10,2018,0,NA,NA
537,583015,1423731313,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,53.634409,-10.260373,NA,1995-06-21T00:00:00,21,6,1995,0,NA,NA
538,409534,1806410813,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea fragilis,52.449963,-9.787101,NA,1996-06-20T00:00:00,20,6,1996,0,NA,NA
539,467154,1890515463,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-34.375,172.9285,65,1999-01-29T00:00:00,29,1,1999,0,NA,NA
540,6057,1066771886,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-19.738333,149.183333,3,1987-10-19T00:00:00,19,10,1987,0,NA,NA
541,194706,2557254437,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,26.7636,-83.5353,55,1982-02-01T00:00:00,1,2,1982,0,NA,NA
542,577983,899646879,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,29.84,-80.954167,NA,2006-07-16T00:00:00,16,7,2006,0,NA,NA
543,449303,1890514946,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-34.364334,172.841171,57,1999-01-25T00:00:00,25,1,1999,0,NA,NA
544,650964,1085962147,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-12.588667,130.524,NA,2003-07-26T00:00:00,26,7,2003,0,NA,NA
545,535124,1066768322,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-19.817222,149.116944,28,1993-12-09T00:00:00,9,12,1993,0,NA,NA
546,473512,1890324620,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-22.075001,152.574997,58.6,2005-11-16T00:00:00,16,11,2005,0,NA,NA
547,452723,1890319853,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,-20.635,150.335007,32.26,2004-05-28T00:00:00,28,5,2004,0,NA,NA
548,578599,899646912,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,29.539333,-84.616333,NA,2007-05-12T00:00:00,12,5,2007,0,NA,NA
549,609736,3830273557,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,43.52083,7.03167,NA,2009-08-08T00:00:00,8,8,2009,0,NA,NA
550,171756,1653440739,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,-14.676007,145.454098,NA,2006-02-15T12:00:00,15,2,2006,0,NA,NA
551,605063,3830398705,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,43.44901,3.84376,NA,2018-09-13T00:00:00,13,9,2018,0,NA,NA
552,609913,3830284093,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,43.51814,3.98538,NA,2018-08-23T00:00:00,23,8,2018,0,NA,NA
553,598614,3830196265,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,43.27058,3.51475,NA,2019-05-31T00:00:00,31,5,2019,0,NA,NA
554,549942,2488235736,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,41.46441,9.33126,NA,2011-05-30T00:00:00,30,5,2011,0,NA,NA
555,632354,3314187287,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,42.281604,14.490649,NA,2021-06-22T09:55:00,22,6,2021,0,NA,NA
556,374697,1418662919,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,18.673106,-91.69668,0.5,2013-03-05T00:00:00,5,3,2013,0,NA,NA
557,679194,3712407866,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,42.041228,3.226607,NA,2022-03-05T11:35:00,5,3,2022,0,NA,NA
558,633210,3784712086,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea avara,42.043235,3.226033,NA,2022-05-13T10:18:00,13,5,2022,0,NA,NA
559,649423,3417099284,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.835481,-68.263372,0.9,2011-07-20T00:00:00,20,7,2011,0,NA,NA
560,649464,3417099319,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.842789,-68.227661,0.9,2011-07-19T00:00:00,19,7,2011,0,NA,NA
561,649669,3417099510,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.835481,-68.263372,0.9,2011-04-06T00:00:00,6,4,2011,0,NA,NA
562,648521,3417098428,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.835481,-68.263372,0.9,2011-08-17T00:00:00,17,8,2011,0,NA,NA
563,374995,1418662002,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,20.394178,-87.314622,1,2013-10-12T00:00:00,12,10,2013,0,NA,NA
564,649410,3417099246,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.842789,-68.227661,0.9,2011-07-19T00:00:00,19,7,2011,0,NA,NA
565,649529,3417099380,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.842789,-68.227661,0.9,2011-09-30T00:00:00,30,9,2011,0,NA,NA
566,648867,3417098778,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.842789,-68.227661,0.9,2011-10-19T00:00:00,19,10,2011,0,NA,NA
567,649648,3417099491,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.835481,-68.263372,0.9,2011-03-17T00:00:00,17,3,2011,0,NA,NA
568,649747,3922485400,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea etheria,10.842789,-68.227661,0.9,2011-02-17T00:00:00,17,2,2011,0,NA,NA
569,3476,2901510789,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,32.851025,-117.272459,NA,2020-10-11T08:00:00,11,10,2020,0,NA,NA
570,445245,3337469507,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,32.69068,-117.269,NA,2021-05-15T16:44:00,15,5,2021,0,NA,NA
571,577589,4070701361,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,33.701683,-118.291583,NA,2019-08-20T00:00:00,20,8,2019,0,NA,NA
572,631951,3344006559,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,36.6311,-121.9184,NA,2021-08-09T12:51:00,9,8,2021,0,NA,NA
573,634215,3408220767,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,34.469046,-120.122661,NA,2021-10-29T10:30:00,29,10,2021,0,NA,NA
574,664388,3874114035,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea amblia,34.460238,-120.06494,NA,2022-07-09T10:30:00,9,7,2022,0,NA,NA
575,3544,2850794640,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea teawanui,-37.67891,176.171392,NA,2018-06-19T12:45:00,19,6,2018,0,NA,NA
576,522356,4055745648,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea teawanui,-37.681,176.171,8,2018-11-27T00:00:00,27,11,2018,0,NA,NA
577,526482,4055757020,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea teawanui,-37.681,176.171,8,2018-11-27T00:00:00,27,11,2018,0,NA,NA
578,633252,2850862643,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea teawanui,-37.678808,176.171343,NA,2018-11-27T07:59:00,27,11,2018,0,NA,NA
579,655197,1085960653,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,12.708333,100.808333,NA,1990-05-24T00:00:00,24,5,1990,0,NA,NA
580,455688,1890322853,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-16.264999,145.934998,60.22,2005-01-14T00:00:00,14,1,2005,0,NA,NA
581,4099,1066768490,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-26.602222,153.102222,16,1994-02-10T00:00:00,10,2,1994,0,NA,NA
582,469045,1890322706,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-16.895,146.445007,69.4,2005-12-13T00:00:00,13,12,2005,0,NA,NA
583,463088,1890323735,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-12.075,143.544998,26.2,2005-02-05T00:00:00,5,2,2005,0,NA,NA
584,471996,1890320536,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-13.955,143.794998,20.6,2004-09-22T00:00:00,22,9,2004,0,NA,NA
585,457177,1890315562,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-16.535,146.024994,54.16,2003-11-22T00:00:00,22,11,2003,0,NA,NA
586,722122,3901837317,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-5.233394,150.091483,16,2018-11-06T00:00:00,6,11,2018,0,NA,NA
587,8804,1066782641,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-27.47,153.4,7.5,2005-02-14T00:00:00,14,2,2005,0,NA,NA
588,8993,1066767419,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea arenaria,-35.083333,137.734722,2,1992-09-26T00:00:00,26,9,1992,0,NA,NA
589,726999,1066769739,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-21.635278,152.367778,35,1995-07-29T00:00:00,29,7,1995,0,NA,NA
590,535107,1066779275,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-21.2125,151.195278,21.8,2000-03-18T00:00:00,18,3,2000,0,NA,NA
591,514220,3855753542,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-3.340333,148.005,10,2003-06-21T00:00:00,21,6,2003,0,NA,NA
592,577126,899530337,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,14.85,145.533333,NA,2003-09-17T00:00:00,17,9,2003,0,NA,NA
593,723042,1066779016,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-21.299334,151.524826,9.5,2000-03-13T00:00:00,13,3,2000,0,NA,NA
594,728000,1066778546,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-21.605116,152.369888,17,2001-02-08T00:00:00,8,2,2001,0,NA,NA
595,577131,899530282,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,15.258601,145.824752,NA,1993-11-30T00:00:00,30,11,1993,0,NA,NA
596,694488,3418379607,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,22.633333,121.48333,NA,2007-12-06T00:00:00,6,12,2007,0,NA,NA
597,5941,1066780444,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-15.333331,166.899994,8.5,2002-07-01T00:00:00,1,7,2002,0,NA,NA
598,726301,1066778647,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea granulosa,-21.498184,152.414459,15,2001-02-10T00:00:00,10,2,2001,0,NA,NA
599,171770,1653439292,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea,-14.650183,145.447232,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
600,171831,1653439288,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea,-14.689292,145.457445,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
601,171855,1653442645,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea,-14.660231,145.471178,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
602,171907,1653443100,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea,-14.660148,145.450493,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
603,171918,1653439592,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,Dysidea,-14.650183,145.447232,NA,1994-04-15T12:00:00,15,4,1994,0,NA,NA
