"gbifID","class","order","family","genus","species","decimalLatitude","decimalLongitude","depth","pH","temp","silicate","Type"
3450552350,"Demospongiae","Haplosclerida","Phloeodictyidae","Calyx","Calyx nicaeensis",35.13,26.31,20,0.412000000476837,14.601791,4.342498,1
3450552397,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",35.253,25.76,7.5,0.46000000834465,14.886863,4.014606,1
3450552464,"Demospongiae","Poecilosclerida","Crambeidae","Crambe","Crambe crambe",42.35,8.5501,30,0.528999984264374,13.191652,7.678244,1
3450552468,"Demospongiae","Poecilosclerida","Crambeidae","Crambe","Crambe crambe",41.31,9.2134,30,0.492000013589859,14.41313,2.380736,1
3450552469,"Demospongiae","Poecilosclerida","Hymedesmiidae","Hemimycale","Hemimycale columella",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552488,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",42.35,8.5501,30,0.528999984264374,13.191652,7.678244,1
3450552489,"Demospongiae","Bubarida","Dictyonellidae","Acanthella","Acanthella acuta",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552492,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",41.31,9.2134,30,0.492000013589859,14.41313,2.380736,1
3450552520,"Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas tenacior",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552523,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas oroides",40.17,23.71,17.5,0.50900000333786,15.10625,4.309027,1
3450552534,"Demospongiae","Poecilosclerida","Crambeidae","Crambe","Crambe crambe",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552540,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",40.21,23.75,17.5,0.500999987125397,14.876834,3.586836,1
3450552560,"Demospongiae","Bubarida","Dictyonellidae","Acanthella","Acanthella acuta",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552576,"Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas tenacior",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552580,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas oroides",42.04,3.22,20,0.483000010251999,13.820814,2.329658,1
3450552622,"Demospongiae","Poecilosclerida","Crambeidae","Crambe","Crambe crambe",39.17,2.9354,42.5,0.523000001907349,14.145801,2.094861,1
3450552624,"Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas topsenti",39.17,2.9354,42.5,0.523000001907349,14.145801,2.094861,1
3450552677,"Demospongiae","Poecilosclerida","Tedaniidae","Tedania","Tedania anhelans",43.5817,13.5709,6,0.574999988079071,17.253482,15.356833,1
3450552860,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas oroides",43.29,5.35,25,0.458999991416931,14.677462,2.534918,1
3450552873,"Demospongiae","Poecilosclerida","Crambeidae","Crambe","Crambe crambe",43.29,5.35,25,0.458999991416931,14.677462,2.534918,1
3450552882,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",43.29,5.35,25,0.458999991416931,14.677462,2.534918,1
3450552941,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas oroides",44.39,8.91,30,0.606000006198883,13.219576,7.230118,1
3450552943,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia ficiformis",44.39,8.91,30,0.606000006198883,13.219576,7.230118,1
1318127595,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia deweerdtae",9.3778,-82.3031,9,0.822000026702881,28.07961,7.035932,1
1318760227,"Demospongiae","Agelasida","Agelasidae","Agelas","",9.3519,-82.1703,5,0.833999991416931,14.598734,8.099528,1
2235908165,"Demospongiae","Haplosclerida","Niphatidae","","",10.4614,97.9319,1,0.592000007629395,28.941973,7.636136,1
1321175352,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochota","Iotrochota arenosa",16.8084,-88.0872,6,0.658999979496002,28.007924,6.321414,1
1320085163,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","Spirastrella coccinea",25.7089,-83.5933,72.205,0.589999973773956,22.388429,4.906302,1
2235903840,"Demospongiae","Suberitida","Halichondriidae","","",11.3432,98.0023,9.2,0.566999971866608,28.024435,7.105187,1
1321393193,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria venosa",16.8025,-88.0817,0.5,0.665000021457672,7.667437,20.286915,1
1320393533,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","Spirastrella coccinea",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1317857520,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","",9.3019,-82.2944,18,0.805999994277954,27.998341,6.916736,1
1321619918,"Demospongiae","Haplosclerida","Niphatidae","Amphimedon","Amphimedon erina",9.2981,-82.1744,0.75,0.808000028133392,28.006062,6.937844,1
1322069644,"Demospongiae","Suberitida","Halichondriidae","Topsentia","",9.3908,-82.2342,5,0.833999991416931,14.598734,8.099528,1
1321517263,"Demospongiae","Polymastiida","Polymastiidae","Polymastia","",9.3336,-82.2189,12,0.833999991416931,14.598734,8.099528,1
2236135725,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",51.7284,-176.291,80,0.894999980926514,4.668312,60.271038,1
1322043463,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona tumula",24.553,-81.3808,10,0.479000002145767,22.890398,4.034063,1
1322498480,"Demospongiae","Poecilosclerida","Acarnidae","Cornulum","Cornulum johnstoni",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
3035121250,"Demospongiae","Tetractinellida","Ancorinidae","Dercitus","Dercitus bucklandi",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035123007,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035123644,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035125339,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",53.138598,-9.119103,1.9,0.774999976158142,11.840323,2.353802,1
3035125561,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria atrasanguinea",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035128112,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035131871,"Demospongiae","Poecilosclerida","Myxillidae","Myxilla","Myxilla incrustans",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035133756,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",49.448003,-2.530005,0,0.712000012397766,11.863921,3.405187,1
3035133797,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis",53.212754,-8.971603,22,0.776000022888184,11.881305,2.321041,1
3035134188,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035134577,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035135255,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",53.138598,-9.119103,1.9,0.774999976158142,11.840323,2.353802,1
3035135951,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon perlevis",53.139098,-9.109937,32,0.774999976158142,11.840323,2.353802,1
3035138139,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035139193,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035141344,"Demospongiae","Suberitida","Suberitidae","Terpios","Terpios gelatinosus",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035141609,"Demospongiae","Poecilosclerida","Hymedesmiidae","Hemimycale","Hemimycale columella",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035143258,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",53.138598,-9.119103,1.9,0.774999976158142,11.840323,2.353802,1
3035143865,"Demospongiae","Tetractinellida","Geodiidae","Pachymatisma","Pachymatisma johnstonia",49.430333,-2.377506,0,0.717999994754791,12.070078,3.341191,1
3035145179,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",53.212754,-8.971603,22,0.776000022888184,11.881305,2.321041,1
3035145214,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035147122,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035148527,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites carnosus",53.156929,-9.07077,10.5,0.773000001907349,11.916405,2.322003,1
3035149976,"Demospongiae","Suberitida","Suberitidae","Terpios","Terpios gelatinosus",53.138598,-9.119103,1.9,0.774999976158142,11.840323,2.353802,1
1318390304,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","Mycale carmigropila",9.2981,-82.1744,1,0.808000028133392,28.006062,6.937844,1
1317852337,"Demospongiae","Haplosclerida","Niphatidae","Niphates","Niphates alba",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1318116261,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona tumula",24.553,-81.3808,15,0.479000002145767,22.890398,4.034063,1
1321092113,"Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx","Lissodendoryx spinulosa",27.4831,-80.3061,0.5,0.550999999046326,25.875583,5.419048,1
1321253398,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella kuekenthali",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1319604413,"Demospongiae","Chondrillida","Chondrillidae","Chondrilla","Chondrilla caribensis",16.8025,-88.0817,1,0.665000021457672,7.667437,20.286915,1
1317318059,"Demospongiae","Chondrillida","Halisarcidae","Halisarca","Halisarca caerulea",9.3336,-82.2189,1.5,0.833999991416931,14.598734,8.099528,1
1319210324,"Demospongiae","Haplosclerida","Niphatidae","Cribrochalina","Cribrochalina vasculum",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1836724574,"Demospongiae","Poecilosclerida","Chondropsidae","Strongylacidon","Strongylacidon bermuda",32.32,-64.72,1.75,0.654999971389771,3.592581,15.182499,1
1836715387,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria laevigata",52.1579,176.411,94,0.925000011920929,3.871387,82.682358,1
1322920551,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas dispar",16.7796,-88.0752,20,0.665000021457672,7.667437,20.286915,1
1319169092,"Demospongiae","Axinellida","Axinellidae","","",9.3339,-82.22,11,0.833999991416931,14.598734,8.099528,1
1836734639,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya actinia",27.47,-80.32,0.5,0.550999999046326,25.875583,5.419048,1
1836723455,"Demospongiae","Polymastiida","Polymastiidae","Weberella","Weberella bursa",57.1824,-168.631,76,0.917999982833862,2.690753,26.774099,1
1836727605,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites montalbidus",56.321,-163.417,85,0.912000000476837,4.036128,25.235987,1
2237164592,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17,0.495999991893768,13.815848,2.298806,1
2237164559,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17,0.495999991893768,13.815848,2.298806,1
2237164511,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17,0.495999991893768,13.815848,2.298806,1
2237164550,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.707206,2.914158,17.2,0.490000009536743,13.926313,2.479509,1
2237164522,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17.7,0.495999991893768,13.815848,2.298806,1
1418950157,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418951340,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.387111,-89.100694,2.5,0.41100001335144,26.285723,5.442421,1
1418952003,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.384889,-89.116917,2.5,0.41100001335144,26.285723,5.442421,1
1418951627,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.36225,-89.102028,2.5,0.41100001335144,26.285723,5.442421,1
1418950674,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.380472,-89.115917,1.5,0.41100001335144,26.285723,5.442421,1
1418951061,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.382722,-89.099694,1.5,0.41100001335144,26.285723,5.442421,1
1418950160,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418950187,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418952024,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.384889,-89.116917,2.5,0.41100001335144,26.285723,5.442421,1
1418952015,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.384889,-89.116917,2.5,0.41100001335144,26.285723,5.442421,1
1418952019,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.384889,-89.116917,2.5,0.41100001335144,26.285723,5.442421,1
1418951555,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.37325,-89.104528,0.5,0.41100001335144,26.285723,5.442421,1
1418950153,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418950162,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418950183,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418950193,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418950066,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.362889,-89.095222,2.5,0.41100001335144,26.285723,5.442421,1
1418949941,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.380528,-89.091056,1.5,0.41100001335144,26.285723,5.442421,1
1418951327,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.387111,-89.100694,2.5,0.41100001335144,26.285723,5.442421,1
1418951430,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.387111,-89.100694,2.5,0.41100001335144,26.285723,5.442421,1
1418949921,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.380528,-89.091056,1.5,0.41100001335144,26.285723,5.442421,1
1418950011,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.362889,-89.095222,2.5,0.41100001335144,26.285723,5.442421,1
1418950099,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.386472,-89.1075,2.5,0.41100001335144,26.285723,5.442421,1
1418951072,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.382722,-89.099694,1.5,0.41100001335144,26.285723,5.442421,1
1418950497,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.376139,-89.090056,0.5,0.41100001335144,26.285723,5.442421,1
1418952053,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella alloclada",21.384889,-89.116917,2.5,0.41100001335144,26.285723,5.442421,1
1836721667,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",27.47,-80.32,0.5,0.550999999046326,25.875583,5.419048,1
1322704973,"Demospongiae","Chondrillida","Chondrillidae","Chondrilla","Chondrilla caribensis",8.9433,-82.02,0.5,0.833000004291534,27.907325,6.789737,1
1318974998,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas conifera",9.3336,-82.2189,10,0.833999991416931,14.598734,8.099528,1
1318724470,"Demospongiae","Trachycladida","Trachycladidae","Rhaphidhistia","Rhaphidhistia belizensis",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1836714566,"Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx","Lissodendoryx amaknakensis",54.6381,-163.145,78,0.828000009059906,4.940337,33.058868,1
2237164549,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17,0.495999991893768,13.815848,2.298806,1
2237164574,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17.7,0.495999991893768,13.815848,2.298806,1
2237164596,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17,0.495999991893768,13.815848,2.298806,1
2237164563,"Demospongiae","Poecilosclerida","Crellidae","Crella","Crella elegans",41.720278,2.940278,17.7,0.495999991893768,13.815848,2.298806,1
736303200,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","Spirastrella cunctatrix",42.046629,3.223801,10,0.483000010251999,13.820814,2.329658,1
2235914197,"Demospongiae","Haplosclerida","","","",10.8788,98.0026,11.3,0.593999981880188,28.931383,7.948587,1
1322692199,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia bocatorensis",9.2414,-82.1736,10,0.794000029563904,28.113432,7.351617,1
2236038449,"Demospongiae","Haplosclerida","","","",9.77686,98.0272,7.2,0.616999983787537,29.119158,8.019544,1
1317544772,"Demospongiae","Haplosclerida","Phloeodictyidae","Siphonodictyon","Siphonodictyon xamaycaense",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1318351354,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","Hymeniacidon caerulea",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1318383126,"Demospongiae","Haplosclerida","Phloeodictyidae","Siphonodictyon","Siphonodictyon xamaycaense",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1321447400,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochota","Iotrochota arenosa",16.8084,-88.0872,6,0.658999979496002,28.007924,6.321414,1
1321745386,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia pellasarca",9.3339,-82.22,9,0.833999991416931,14.598734,8.099528,1
1318861567,"Demospongiae","Haplosclerida","Petrosiidae","Neopetrosia","Neopetrosia carbonaria",9.3517,-82.2594,2,0.822000026702881,28.07961,7.035932,1
1320173577,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochota","Iotrochota birotulata",16.7794,-88.075,18,0.665000021457672,7.667437,20.286915,1
2235736015,"Demospongiae","Haplosclerida","","","",10.4207,97.9207,16.5,0.592000007629395,28.941973,7.636136,1
1318794963,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochota","Iotrochota arenosa",16.8084,-88.0872,6,0.658999979496002,28.007924,6.321414,1
1322851134,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas schmidtii",16.7794,-88.075,18,0.665000021457672,7.667437,20.286915,1
1317527049,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas wiedenmayeri",16.8025,-88.0817,24,0.665000021457672,7.667437,20.286915,1
1319869293,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia bocatorensis",9.2508,-82.1272,12,0.823000013828278,28.116716,7.322769,1
1675701946,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",44.8711,-67.149167,0,0.651000022888184,8.091432,5.868642,1
1675587744,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria sitiens",45.04333,-66.78362,14.7,0.666999995708466,6.386777,14.062547,1
1675587944,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites ficus",45.05888,-66.82945,14.7,0.666999995708466,6.386777,14.062547,1
1675703673,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",44.8706,-67.148889,0,0.651000022888184,8.091432,5.868642,1
1675708051,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",44.635,-66.8172,0,0.660000026226044,7.310723,7.100026,1
1675709513,"Demospongiae","Suberitida","Stylocordylidae","Stylocordyla","Stylocordyla borealis",43.32,-67.0508,88,0.736999988555908,10.569257,12.080941,1
1675703248,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",44.8711,-67.1492,10,0.651000022888184,8.091432,5.868642,1
1675700929,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon nigricans",45.003333,-66.9125,0,0.666000008583069,6.645018,19.74338,1
1675708722,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",44.8706,-67.148611,0,0.651000022888184,8.091432,5.868642,1
1324941390,"Demospongiae","Polymastiida","Polymastiidae","","",-34.163333,171.147444,10.25,0.620000004768372,4.167302,66.984116,1
1324941336,"Demospongiae","Polymastiida","Polymastiidae","","",-34.163333,171.147444,10.25,0.620000004768372,4.167302,66.984116,1
1324941363,"Demospongiae","Polymastiida","Polymastiidae","","",-34.184944,172.030806,10.5,0.583999991416931,11.638203,8.334599,1
1324941428,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-34.182222,172.073167,23,0.583999991416931,11.638203,8.334599,1
1324941408,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-34.17875,172.070639,20,0.583999991416931,11.638203,8.334599,1
1324941367,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-34.163333,171.147444,10.25,0.620000004768372,4.167302,66.984116,1
1324922496,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya bergquistae",-36.115417,175.427611,0,0.587999999523163,16.564647,2.524462,1
1324941600,"Demospongiae","Poecilosclerida","","","",-34.173333,172.046611,24.5,0.583999991416931,11.638203,8.334599,1
1324941592,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","",-34.184944,172.030806,19.5,0.583999991416931,11.638203,8.334599,1
1324941569,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","",-34.173417,172.046611,18.5,0.583999991416931,11.638203,8.334599,1
1324941542,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","Stelletta crater",-34.175,172.046667,9,0.583999991416931,11.638203,8.334599,1
1324941611,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","Stelletta communis",-34.175472,172.047333,24.6,0.583999991416931,11.638203,8.334599,1
1324941452,"Demospongiae","Axinellida","Raspailiidae","Raspailia","",-34.182222,172.073167,23,0.583999991416931,11.638203,8.334599,1
1324941480,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-34.173333,172.046611,24.5,0.583999991416931,11.638203,8.334599,1
1324941484,"Demospongiae","Axinellida","Axinellidae","Pararhaphoxya","Pararhaphoxya pulchra",-34.985972,173.936694,11.25,0.535000026226044,15.837304,2.719636,1
1324941521,"Demospongiae","Polymastiida","Polymastiidae","","",-34.182222,172.073167,23,0.583999991416931,11.638203,8.334599,1
1324941497,"Demospongiae","Polymastiida","Polymastiidae","Polymastia","",-34.154111,172.147528,24,0.591000020503998,6.528605,32.995937,1
1324941609,"Demospongiae","Polymastiida","Polymastiidae","","",-34.182222,172.073167,23,0.583999991416931,11.638203,8.334599,1
1324941505,"Demospongiae","Polymastiida","Polymastiidae","Polymastia","",-34.163333,171.147444,10.25,0.620000004768372,4.167302,66.984116,1
1324941533,"Demospongiae","Polymastiida","Polymastiidae","Polymastia","",-34.17875,172.07065,27,0.583999991416931,11.638203,8.334599,1
1324941537,"Demospongiae","Haplosclerida","Petrosiidae","","",-34.163333,171.147444,10.25,0.620000004768372,4.167302,66.984116,1
1324941524,"Demospongiae","Poecilosclerida","Latrunculiidae","","",-34.173417,172.046611,18.5,0.583999991416931,11.638203,8.334599,1
1324941511,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia hebes",-34.1525,172.1495,16.85,0.591000020503998,6.528605,32.995937,1
1324941483,"Demospongiae","Poecilosclerida","Crellidae","Crella","",-34.154111,172.147528,24,0.591000020503998,6.528605,32.995937,1
1324928984,"Demospongiae","Clionaida","Clionaidae","Cliona","Cliona celata",-36.115417,175.427611,0,0.587999999523163,16.564647,2.524462,1
1324941559,"Demospongiae","Tethyida","Tethyidae","Tethya","",-34.17875,172.070639,20,0.583999991416931,11.638203,8.334599,1
1324941976,"Demospongiae","Biemnida","Biemnidae","Biemna","Biemna rufescens",-37.04325,174.577472,0,0.662999987602234,16.35537,2.510655,1
1324941769,"Demospongiae","Tethyida","Tethyidae","Tethya","",-34.17875,172.070639,20,0.583999991416931,11.638203,8.334599,1
1324939789,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia nuda",-36.831,174.8885,0,0.625,17.132806,2.657064,1
1324939816,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia nuda",-36.831,174.8885,0,0.625,17.132806,2.657064,1
1324938781,"Demospongiae","Polymastiida","Polymastiidae","Polymastia","Polymastia massalis",-36.20875,175.479222,0,0.602999985218048,17.616739,2.15209,1
1324925062,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya bergquistae",-36.706667,175.608333,0,0.591000020503998,14.699792,3.579241,1
1324933363,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya bergquistae",-36.197282,175.416921,1,0.602999985218048,17.616739,2.15209,1
1322570334,"Demospongiae","Clionaida","Clionaidae","Cliona","",25.2049,-81.7058,13.255,0.435000002384186,25.95776,7.277716,1
2236052811,"Demospongiae","Suberitida","Halichondriidae","","",11.3432,98.0023,9.2,0.566999971866608,28.024435,7.105187,1
1320136942,"Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx","Lissodendoryx isodictyalis",16.8287,-88.1047,0.5,0.658999979496002,28.007924,6.321414,1
1320251460,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas dispar",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1322289804,"Demospongiae","Tetractinellida","Geodiidae","Geodia","",9.2981,-82.1744,0.5,0.808000028133392,28.006062,6.937844,1
1319134533,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria virgultosa",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1321869988,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","Petrosia weinbergi",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1317637887,"Demospongiae","Poecilosclerida","Crambeidae","Monanchora","Monanchora arbuscula",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1319350927,"Demospongiae","Chondrillida","Halisarcidae","Halisarca","Halisarca caerulea",9.3019,-82.2944,18,0.805999994277954,27.998341,6.916736,1
1320981574,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochota","",9.3339,-82.22,11.5,0.833999991416931,14.598734,8.099528,1
