"gbifID","class","order","family","genus","species","decimalLatitude","decimalLongitude","depth","pH","temp","silicate","Type"
1066781183,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-13.968516,144.504898,38,0.699000000953674,5.410733,42.424023,1
1066784326,"Demospongiae","Poecilosclerida","Podospongiidae","Sigmosceptrella","",-42.2921,148.292667,13,0.568000018596649,14.842455,3.700762,1
1633722867,"Demospongiae","Suberitida","Halichondriidae","Topsentia","Topsentia halichondrioides",-17.595617,-149.2971,28,0.699999988079071,3.520845,80.809547,1
1633722982,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","",-21.777294,151.836917,57.6,0.492000013589859,23.89544,2.188418,1
1066785243,"Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","",-15.924569,139.475925,42.8,0.504000008106232,27.650548,5.726618,1
1066779902,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","Stelletta splendens",-15.6358,145.7099,16,0.681999981403351,26.218361,2.488584,1
1066779745,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","",-14.978833,145.71489,27,0.669000029563904,6.029652,35.953815,1
1066784288,"Demospongiae","Biemnida","Biemnidae","Biemna","",-42.591611,148.123611,14,0.569999992847443,14.391456,4.912573,1
1066779428,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-23.651001,151.550659,29,0.504000008106232,24.450389,2.24426,1
1066785395,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","",-15.485833,137.623017,24.8,0.523999989032745,27.813468,6.169912,1
1066780871,"Demospongiae","Axinellida","Raspailiidae","Ceratopsion","",-23.120278,150.990278,22,0.523000001907349,23.989762,2.875284,1
1066779122,"Demospongiae","Haplosclerida","Petrosiidae","Neopetrosia","Neopetrosia chaliniformis",-21.040167,151.480835,27,0.504000008106232,25.366707,2.24719,1
1066786164,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",-43.576983,146.899817,10,0.698000013828278,13.715894,4.865386,1
1066782673,"Demospongiae","Poecilosclerida","Chondropsidae","Psammoclema","",-27.47,153.4,7.5,0.48199999332428,23.773127,2.117329,1
1066781854,"Demospongiae","Poecilosclerida","Chondropsidae","Psammoclema","",-25.93,153.1917,14,0.504999995231628,23.916783,2.065344,1
1066780430,"Demospongiae","Tetractinellida","Ancorinidae","Ancorina","",-43.249584,147.424835,12,0.638000011444092,13.791527,5.345266,1
1066778277,"Demospongiae","Poecilosclerida","Tedaniidae","Tedania","",-27.515133,153.303238,8,0.493999987840652,23.708346,2.128366,1
1066783889,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",4.118167,118.625333,20,0.771000027656555,3.383115,114.490898,1
1066778139,"Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","",5.66,112.45,6,0.800000011920929,28.864929,8.601222,1
1066787104,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-13.855,144.055,40,0.652999997138977,26.415633,2.777789,1
1066786424,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","",-23.795,152.375,61.2,0.558000028133392,24.047548,2.060308,1
1066780911,"Demospongiae","Suberitida","Halichondriidae","Ciocalypta","",-23.150556,150.973333,12,0.523000001907349,23.989762,2.875284,1
1066785221,"Demospongiae","Axinellida","Raspailiidae","Echinodictyum","Echinodictyum pulchrum",-15.986455,139.880805,38.2,0.485000014305115,27.876274,6.938403,1
1066786500,"Demospongiae","Suberitida","Halichondriidae","Amorphinopsis","",-20.695,150.915,54.2,0.495999991893768,25.455257,2.242144,1
1633721745,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","",-18.53665,147.82755,62.2,0.644999980926514,25.077994,2.159981,1
1633722194,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-19.956536,150.404246,69.5,0.555999994277954,23.501522,1.867329,1
1066783738,"Demospongiae","Poecilosclerida","Chondropsidae","","",-40.96905,145.976233,50,0.623000025749207,14.792663,3.836429,1
1066781975,"Demospongiae","Axinellida","Axinellidae","Phakellia","",-26.64512,153.16111,12.5,0.522000014781952,24.008692,2.078333,1
1066779031,"Demospongiae","Haplosclerida","Callyspongiidae","Arenosclera","",-21.162167,151.352005,27,0.503000020980835,25.142408,2.207176,1
1066781757,"Demospongiae","Tetractinellida","Ancorinidae","Jaspis","",5.66,112.45,6,0.800000011920929,28.864929,8.601222,1
1066783685,"Demospongiae","Poecilosclerida","Tedaniidae","Tedania","",-40.95175,145.976683,55,0.623000025749207,14.792663,3.836429,1
1066782732,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","",-6.156,39.129,0.5,0.554000020027161,26.732731,3.415619,1
1633721631,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-18.387749,147.56355,57.5,0.652999997138977,18.263443,2.644602,1
1066784742,"Demospongiae","Suberitida","Suberitidae","Aaptos","",-4.924367,150.9257,31,0.867999970912933,6.92286,35.419113,1
1066780800,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","",-23.066389,150.952778,15.8,0.527999997138977,24.19398,2.554584,1
1066785535,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","",-15.274483,140.33465,25.2,0.483000010251999,26.507311,3.028564,1
1633722871,"Demospongiae","Haplosclerida","Chalinidae","","",-17.877617,-149.155508,6,0.725000023841858,2.385352,111.340279,1
1066778910,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-23.648001,151.881332,36,0.526000022888184,24.449795,2.143232,1
1066781171,"Demospongiae","Haplosclerida","Callyspongiidae","Dactylia","",-13.912383,144.3685,43,0.709999978542328,5.403686,42.286152,1
1066784873,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-10.69,142.38,16,0.693000018596649,27.583219,5.153383,1
1066786405,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-20.395,150.285,73.3,0.523999989032745,25.141325,2.157683,1
1066782541,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-17.78003,146.4776,23.95,0.656000018119812,25.724474,2.333201,1
1066784895,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria hirsuta",-10.22,142.91,22,0.760999977588654,27.081536,4.209251,1
1066780699,"Demospongiae","Poecilosclerida","Chondropsidae","Psammoclema","",-43.326667,145.968056,6,0.723999977111816,13.637997,5.132657,1
1066780219,"Demospongiae","Chondrillida","Halisarcidae","Halisarca","",-24.543667,152.69133,28,0.499000012874603,24.44304,2.116015,1
1066784661,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","Stelletta clavosa",-5.2897,150.101483,28,0.796999990940094,6.915737,34.78017,1
1066783096,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-9.344017,160.2584,50,0.782999992370605,19.238929,6.587804,1
1633722784,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas gracilis",-16.9666,146.43705,45.2,0.665000021457672,24.236446,1.900966,1
1066781022,"Demospongiae","Poecilosclerida","Chondropsidae","Psammoclema","",-41.067778,146.79,10,0.547999978065491,14.971164,2.93427,1
1066779841,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","",-15.020166,145.69725,18,0.662999987602234,7.664955,23.196333,1
1066777981,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-43.538583,146.108583,23,0.740000009536743,13.542273,5.481922,1
1066778066,"Demospongiae","Tetractinellida","Ancorinidae","Rhabdastrella","Rhabdastrella globostellata",-10.78,142.25,16.4,0.711000025272369,27.649179,5.202462,1
1066780837,"Demospongiae","Axinellida","Axinellidae","Reniochalina","Reniochalina stalagmitis",-23.064722,150.966389,14.9,0.527999997138977,24.19398,2.554584,1
1066786222,"Demospongiae","Tethyida","Tethyidae","Tethya","",-43.410617,147.10005,5,0.658999979496002,13.637203,5.429941,1
1066786327,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-23.443106,151.919622,1.25,0.521000027656555,24.484591,2.16285,1
1066783131,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-8.32455,157.181117,14,0.746999979019165,26.152642,2.926594,1
1066781092,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",-14.380934,145.410828,23,0.690999984741211,3.982785,69.30735,1
1066780487,"Demospongiae","Tetractinellida","Ancorinidae","Ancorina","Ancorina geodides",-43.129932,147.401337,18,0.624000012874603,13.887293,5.022406,1
1066782932,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",-10.45,142.92,19,0.762000024318695,27.033246,3.856941,1
1633722409,"Demospongiae","Tethyida","Hemiasterellidae","","",-23.847536,152.402037,49.4,0.552999973297119,24.265216,2.062185,1
1066778754,"Demospongiae","Bubarida","Dictyonellidae","Acanthella","Acanthella cavernosa",-21.762217,152.180634,14,0.493000000715256,24.637716,2.177891,1
1066787285,"Demospongiae","Clionaida","Clionaidae","Cliona","",-18.6,146.5,0.6,0.596000015735626,25.694712,2.327929,1
1066783130,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-9.110967,159.3509,30,0.790000021457672,6.086254,35.439743,1
1633723221,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria vulpina",-18.942287,146.366429,7.7,0.532000005245209,25.725633,2.821813,1
1066783919,"Demospongiae","Haplosclerida","Phloeodictyidae","Siphonodictyon","",4.2395,118.625833,12.5,0.768999993801117,7.845951,44.748749,1
1066780658,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-32.166667,152.5,2,0.476000010967255,21.603519,2.053227,1
1633722033,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-20.056533,149.285318,63.8,0.546999990940094,25.223783,2.180876,1
1066777938,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","",-10.41,142.69,20,0.75900000333786,27.076473,4.213029,1
1066783865,"Demospongiae","Poecilosclerida","Chondropsidae","Strongylacidon","",4.2533,118.6214,20,0.774999976158142,28.584789,3.954548,1
1066786379,"Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx","",-18.885,148.395,69.1,0.620999991893768,19.892206,2.073189,1
1066786432,"Demospongiae","Poecilosclerida","Hymedesmiidae","Spanioplon","",-16.085,145.665,27.4,0.693000018596649,26.281076,2.518407,1
1633722227,"Demospongiae","Tethyida","Tethyidae","Xenospongia","Xenospongia patelliformis",-24.073356,152.587892,47,0.559000015258789,24.349893,2.050269,1
1066778061,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-10.34,142.45,16.5,0.760999977588654,27.444133,6.011714,1
1066785165,"Demospongiae","Biemnida","Biemnidae","Biemna","",-15.935433,139.169233,38,0.513999998569489,27.78563,6.07251,1
1066782354,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-16.92652,145.9882,18.5,0.601000010967255,26.253813,2.434925,1
1633722924,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",-21.814,-154.6888,20,0.693000018596649,4.376478,49.86628,1
1633722840,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","",-21.293934,150.343642,55.3,0.523999989032745,25.136875,2.243963,1
1633723083,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","",-19.567691,147.925343,34.1,0.532999992370605,25.536335,2.397039,1
1066782401,"Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","",-16.92652,145.9882,18.5,0.601000010967255,26.253813,2.434925,1
1066783973,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",4.426167,118.6365,17.5,0.699000000953674,28.759201,5.049643,1
1633721596,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-21.292323,151.474543,55.1,0.512000024318695,24.990101,2.248997,1
1066783010,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-10.18,143.04,27.6,0.776000022888184,27.012026,3.821977,1
1633722203,"Demospongiae","Tethyida","Tethyidae","Xenospongia","Xenospongia patelliformis",-23.214789,151.067178,20,0.514999985694885,23.943498,2.876688,1
1633722610,"Demospongiae","Haplosclerida","Niphatidae","Cribrochalina","",-22.026539,152.402502,56.3,0.479999989271164,24.779113,2.225817,1
1066786198,"Demospongiae","Axinellida","Raspailiidae","Raspailia","",-43.579517,146.520933,20,0.749000012874603,13.49409,5.588217,1
1066780718,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","",-23.159167,151.070556,17.6,0.519999980926514,24.027259,2.817924,1
1066786537,"Demospongiae","Poecilosclerida","Microcionidae","Echinochalina","Echinochalina intermedia",-23.385,152.105,56.4,0.53600001335144,17.970365,2.147205,1
1066786221,"Demospongiae","Poecilosclerida","Chondropsidae","","",-43.146367,147.2806,17,0.63400000333786,13.839798,5.12231,1
1633722297,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",-11.827247,143.586615,56.1,0.717999994754791,26.486382,2.889967,1
1066780604,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",-43.195,147.893056,20,0.642000019550323,13.679822,6.029418,1
1066784352,"Demospongiae","Poecilosclerida","Tedaniidae","Tedania","Tedania anhelans",-42.2921,148.292667,13,0.568000018596649,14.842455,3.700762,1
1066784856,"Demospongiae","Suberitida","Halichondriidae","Hymeniacidon","",-9.47,142.72,6,0.805000007152557,27.564197,11.727508,1
1066781783,"Demospongiae","Poecilosclerida","Chondropsidae","Psammoclema","",-25.95,153.15,4,0.504000008106232,24.129715,2.125644,1
1066784746,"Demospongiae","Scopalinida","Scopalinidae","Stylissa","",-21.8902,151.900719,19.5,0.485000014305115,23.2262,2.182033,1
1066780904,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas gracilis",-23.120278,150.990278,22,0.523000001907349,23.989762,2.875284,1
1066781369,"Demospongiae","Haplosclerida","Niphatidae","Niphates","",-14.302417,144.813568,23,0.635999977588654,26.567407,2.782853,1
1066782325,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","",-23.676983,151.618267,9.5,0.510999977588654,24.444036,2.222036,1
1066780628,"Demospongiae","Axinellida","Axinellidae","Axinella","",-43.340833,146.004722,15,0.730000019073486,13.821379,4.615118,1
1066778599,"Demospongiae","Biemnida","Biemnidae","Neofibularia","Neofibularia irata",-21.483166,152.563187,15,0.495999991893768,25.334247,2.147361,1
1066783091,"Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","",-9.54,143.64,60.5,0.824999988079071,25.371738,2.632828,1
1633721470,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-23.357591,152.054704,57.3,0.531000018119812,24.198232,2.124778,1
1066783833,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-26.65752,153.215,22,0.508000016212463,24.010944,2.069761,1
1066780260,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-24.543667,152.69133,28,0.499000012874603,24.44304,2.116015,1
1066784652,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-4.924367,150.9257,31,0.867999970912933,6.92286,35.419113,1
1066778397,"Demospongiae","Axinellida","Stelligeridae","Higginsia","",13.5,144.75,23,0.669000029563904,5.305517,85.099564,1
1066785486,"Demospongiae","Agelasida","Agelasidae","Agelas","",-15.720817,138.887117,17.6,0.533999979496002,27.820291,6.109041,1
1066781856,"Demospongiae","Poecilosclerida","Chondropsidae","","",-25.93,153.1917,14,0.504999995231628,23.916783,2.065344,1
1633722145,"Demospongiae","Tetractinellida","Theonellidae","Theonella","",-23.350182,151.846655,35.6,0.523999989032745,24.464107,2.18255,1
1066785003,"Demospongiae","Haplosclerida","Petrosiidae","Petrosia","",-15.337515,137.86719,51.8,0.532000005245209,27.695846,5.933905,1
1144551472,"Demospongiae","Tetractinellida","Theonellidae","Theonella","",-10.264267,150.769817,18.3,0.806999981403351,19.528943,3.320467,1
1633722822,"Demospongiae","Suberitida","Halichondriidae","Halichondria","",-17.877617,-149.155508,6,0.725000023841858,2.385352,111.340279,1
1066784115,"Demospongiae","Haplosclerida","Chalinidae","Haliclona","Haliclona muricata",4.06,113.695,7,0.806999981403351,29.258749,12.055405,1
1633721665,"Demospongiae","Clionaida","Placospongiidae","","",-21.942665,149.85545,16.6,0.462000012397766,24.633987,2.47351,1
1066778008,"Demospongiae","Poecilosclerida","Microcionidae","Echinochalina","",-40.723694,145.010194,11,0.66100001335144,14.966386,2.590405,1
1066779116,"Demospongiae","Tetractinellida","Ancorinidae","Stelletta","",-21.040167,151.480835,27,0.504000008106232,25.366707,2.24719,1
1066779221,"Demospongiae","Haplosclerida","Callyspongiidae","Dactylia","",-20.835501,151.162338,23.6,0.492000013589859,25.329158,2.216701,1
1633721485,"Demospongiae","Clionaida","Spirastrellidae","Spirastrella","",-18.315,147.295,70,0.643999993801117,23.500736,1.844342,1
1066779004,"Demospongiae","Tetractinellida","Ancorinidae","Rhabdastrella","Rhabdastrella globostellata",-21.527334,151.765167,24,0.495999991893768,24.792173,2.269244,1
1317421192,"Demospongiae","Poecilosclerida","Acarnidae","Cornulum","Cornulum johnstoni",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1836713048,"Demospongiae","Axinellida","Axinellidae","Auletta","Auletta krautteri",51.9929,177.383,91,0.91100001335144,3.892972,42.096012,1
1322211342,"Demospongiae","Tetractinellida","Geodiidae","Geodia","Geodia cribrata",16.7794,-88.075,29,0.665000021457672,7.667437,20.286915,1
1836725386,"Demospongiae","Haplosclerida","Niphatidae","Amphimedon","Amphimedon viridis",32.32,-64.72,1.75,0.654999971389771,3.592581,15.182499,1
1322686849,"Demospongiae","Haplosclerida","Phloeodictyidae","Siphonodictyon","Siphonodictyon coralliphagum",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1320327339,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria virgultosa",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
2426887562,"Demospongiae","Tetractinellida","Tetillidae","Cinachyrella","Cinachyrella anatriaenilla",-14.174,-169.686,6,0.712000012397766,2.067964,125.409401,1
1317499708,"Demospongiae","Poecilosclerida","Hymedesmiidae","Hymedesmia","Hymedesmia agariciicola",16.7794,-88.075,21,0.665000021457672,7.667437,20.286915,1
1318490529,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas sventres",16.7794,-88.075,20,0.665000021457672,7.667437,20.286915,1
1836712791,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites aurantiacus",32.32,-64.72,1.75,0.654999971389771,3.592581,15.182499,1
857003921,"Demospongiae","Biemnida","Biemnidae","Neofibularia","Neofibularia nolitangere",12.1445,-68.3056,12.19,0.601000010967255,11.617876,13.814563,1
866342485,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas clathrodes",12.1707,-68.2884,7.165,0.587000012397766,15.523049,6.296328,1
857003948,"Demospongiae","Poecilosclerida","Desmacididae","Desmapsamma","Desmapsamma anchorata",12.1445,-68.3056,12.19,0.601000010967255,11.617876,13.814563,1
1020055296,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia muta",12.2908,-69.1588,5.945,0.620999991893768,4.294426,22.38447,1
857003865,"Demospongiae","Biemnida","Biemnidae","Neofibularia","Neofibularia nolitangere",12.1527,-68.3833,9.45,0.625,4.00211,24.983471,1
857006091,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas clathrodes",12.1696,-68.99,13.5,0.582000017166138,4.784761,22.928377,1
866343228,"Demospongiae","Agelasida","Agelasidae","Agelas","Agelas clathrodes",12.0688,-68.8621,8.99,0.642000019550323,5.1672,23.486507,1
857003879,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia plicifera",12.2003,-68.3086,13.26,0.587000012397766,15.523049,6.296328,1
857003913,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","Callyspongia plicifera",12.1445,-68.3056,7.165,0.601000010967255,11.617876,13.814563,1
857003842,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia muta",12.1527,-68.3833,9.45,0.625,4.00211,24.983471,1
857003885,"Demospongiae","Biemnida","Biemnidae","Neofibularia","Neofibularia nolitangere",12.1883,-68.2965,10.21,0.587000012397766,15.523049,6.296328,1
857003994,"Demospongiae","Poecilosclerida","Desmacididae","Desmapsamma","Desmapsamma anchorata",12.083,-68.283,8.09,0.633000016212463,8.472744,21.486361,1
1272525716,"Demospongiae","Poecilosclerida","Crellidae","Crella","",-38.32,144.72,4,0.592000007629395,15.603696,2.003555,1
1272594859,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-38.3041,144.658,3,0.592999994754791,15.440543,2.078413,1
1272595049,"Demospongiae","Poecilosclerida","Iotrochotidae","Iotrochopsamma","Iotrochopsamma arbuscula",-39.03,146.3,11.5,0.639999985694885,15.215625,2.513374,1
1272594900,"Demospongiae","Poecilosclerida","Chondropsidae","","",-38.3041,144.658,3,0.592999994754791,15.440543,2.078413,1
1272578384,"Demospongiae","Poecilosclerida","Chondropsidae","","",-38.17,144.72,3.5,0.601999998092651,15.602758,2.005032,1
1272586676,"Demospongiae","Poecilosclerida","Microcionidae","Echinoclathria","",-39.07,146.48,11.5,0.629999995231628,15.123455,2.784832,1
1272594562,"Demospongiae","Poecilosclerida","Microcionidae","Thalysias","",-39.03,146.3,11.5,0.639999985694885,15.215625,2.513374,1
1272586660,"Demospongiae","Haplosclerida","Phloeodictyidae","Oceanapia","",-39.03,146.47,7,0.629999995231628,15.123455,2.784832,1
1272639170,"Demospongiae","Poecilosclerida","Chondropsidae","Phoriospongia","",-38.3931,144.784,11.5,0.601000010967255,15.376373,2.153901,1
1272594665,"Demospongiae","Suberitida","Suberitidae","Suberites","",-38.2,145.02,4,0.607999980449677,15.551179,2.03466,1
1272594596,"Demospongiae","Poecilosclerida","Microcionidae","Clathria","",-39.03,146.3,11.5,0.639999985694885,15.215625,2.513374,1
1272594992,"Demospongiae","Poecilosclerida","Chondropsidae","Chondropsis","Chondropsis kirkii",-37.8017,149.288,26,0.568000018596649,16.31511,2.759588,1
2518565776,"Demospongiae","Poecilosclerida","Coelosphaeridae","Lissodendoryx","",-38.15,144.72,3,0.607999980449677,15.574601,2.013898,1
1272525740,"Demospongiae","Tetractinellida","Ancorinidae","Psammastra","",-38.15,144.72,3,0.607999980449677,15.574601,2.013898,1
1272594790,"Demospongiae","Haplosclerida","Callyspongiidae","Dactylia","",-38.3048,144.637,23,0.592999994754791,15.440543,2.078413,1
1272595021,"Demospongiae","Haplosclerida","Callyspongiidae","Callyspongia","",-37.5367,149.937,25,0.537999987602234,16.826336,2.700035,1
1844606172,"Demospongiae","Axinellida","Axinellidae","Axinella","Axinella crinita",-42.3876,-72.4609,15,0.699999988079071,7.354943,25.068966,1
1844604471,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites puncturatus",-30.2584,-71.5688,51,0.616999983787537,12.521887,15.412603,1
1844604494,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites puncturatus",-30.2682,-71.5761,41,0.616999983787537,12.521887,15.412603,1
1844604617,"Demospongiae","Axinellida","Axinellidae","Axinella","Axinella crinita",-30.2453,-71.5761,88,0.643999993801117,9.620916,30.536335,1
1844605009,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites puncturatus",-30.2635,-71.5703,43.5,0.616999983787537,12.521887,15.412603,1
1844605933,"Demospongiae","Poecilosclerida","Tedaniidae","Tedania","",-27.0728,-109.3235,7.5,0.561999976634979,1.951528,117.902557,1
1844604332,"Demospongiae","Suberitida","Suberitidae","Suberites","Suberites puncturatus",-30.4045,-71.9016,88,0.699000000953674,1.53157,135.339294,1
1265466154,"Demospongiae","Tetractinellida","Geodiidae","Geodia","",70.406833,18.719167,95.585,0.861000001430511,5.742065,4.984777,1
1265466127,"Demospongiae","Axinellida","Axinellidae","Axinella","",70.406833,18.719167,95.585,0.861000001430511,5.742065,4.984777,1
1265466170,"Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina",70.406833,18.719167,95.585,0.861000001430511,5.742065,4.984777,1
1265466080,"Demospongiae","Tetractinellida","Geodiidae","Geodia","Geodia barretti",70.406833,18.719167,95.585,0.861000001430511,5.742065,4.984777,1
1265466126,"Demospongiae","Tetractinellida","Geodiidae","Geodia","",70.406833,18.719167,95.585,0.861000001430511,5.742065,4.984777,1
2557124736,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",37.89184,-123.32191,82,0.648000001907349,9.531228,27.188116,1
2557123978,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia diprosopia",37.89158,-123.32319,86,0.648000001907349,9.531228,27.188116,1
2557125953,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia diprosopia",37.89159,-123.32279,88,0.648000001907349,9.531228,27.188116,1
2557125604,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",37.89235,-123.32182,84,0.648000001907349,9.531228,27.188116,1
2557125122,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia diprosopia",37.89148,-123.32395,80,0.648000001907349,9.531228,27.188116,1
2557126184,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.89151,-123.32395,81,0.648000001907349,9.531228,27.188116,1
2557124791,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",37.89104,-123.32367,84,0.648000001907349,9.531228,27.188116,1
2557125672,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",37.88944,-123.32224,73,0.648000001907349,9.531228,27.188116,1
2557125631,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia diprosopia",37.88949,-123.32166,78,0.648000001907349,9.531228,27.188116,1
2557125856,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.88942,-123.32308,85,0.648000001907349,9.531228,27.188116,1
2557126894,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",37.88942,-123.32326,87,0.648000001907349,9.531228,27.188116,1
2557126181,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.80132,-123.25463,92,0.651000022888184,3.055393,148.24054,1
2557125299,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.80181,-123.2552,96,0.651000022888184,3.055393,148.24054,1
2557125680,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.79129,-123.25008,91,0.651000022888184,3.055393,148.24054,1
2557126298,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",37.79527,-123.25044,92,0.651000022888184,3.055393,148.24054,1
2557126419,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.87986,-123.33408,86,0.648000001907349,4.828221,101.909012,1
2557126401,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.87964,-123.3333,89,0.648000001907349,9.531228,27.188116,1
2557124616,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.88,-123.33432,90,0.648000001907349,4.828221,101.909012,1
2557125695,"Demospongiae","Poecilosclerida","Acarnidae","Iophon","Iophon piceum",37.87971,-123.33372,91,0.648000001907349,4.828221,101.909012,1
2557125869,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",37.88112,-123.33448,85,0.648000001907349,4.828221,101.909012,1
2557126234,"Demospongiae","Haplosclerida","Petrosiidae","Xestospongia","Xestospongia diprosopia",37.88122,-123.33454,86,0.648000001907349,4.828221,101.909012,1
2557126661,"Demospongiae","Tetractinellida","Vulcanellidae","Poecillastra","",37.88049,-123.3336,88,0.648000001907349,4.828221,101.909012,1
2557126827,"Demospongiae","Suberitida","Halichondriidae","Halichondria","Halichondria panicea",37.88034,-123.33354,90,0.648000001907349,4.828221,101.909012,1
2557126564,"Demospongiae","Tetractinellida","Vulcanellidae","Poecillastra","",37.88037,-123.33355,91,0.648000001907349,4.828221,101.909012,1
2557128668,"Demospongiae","Poecilosclerida","Mycalidae","Mycale","",37.88171,-123.33508,98,0.648000001907349,4.828221,101.909012,1
