"","species","gbifID","class","order","family","genus","decimalLatitude","decimalLongitude","depth","eventDate","day","month","year","SpiculeTypes"
"613915","Homaxinella amphispicula","2557145659","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.93324","-176.3818",122,"1997-07-23T00:00:00",23,7,1997,2
"613916","Homaxinella amphispicula","2557138432","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.61377","-177.59535",128,"2004-07-01T00:00:00",1,7,2004,2
"613917","Homaxinella amphispicula","2557144717","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.06574","-172.555",150,"2002-07-27T00:00:00",27,7,2002,2
"613918","Homaxinella amphispicula","2557144869","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.25247","179.1893",173,"1997-07-20T00:00:00",20,7,1997,2
"613919","Homaxinella amphispicula","2557128696","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.41187","-165.50115",91,"2002-05-19T00:00:00",19,5,2002,2
"613920","Homaxinella amphispicula","2557135233","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.40117","-172.61074",120,"2010-07-03T00:00:00",3,7,2010,2
"613921","Homaxinella amphispicula","2557132014","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.28736","-163.75025",105,"2001-05-26T00:00:00",26,5,2001,2
"613922","Homaxinella amphispicula","1898272153","Demospongiae","Suberitida","Suberitidae","Homaxinella","49.567833","-123.803967",21,"2015-04-18T00:00:00",18,4,2015,2
"613923","Homaxinella amphispicula","2557143558","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.4961","178.66334",156,"2000-07-01T00:00:00",1,7,2000,2
"613924","Homaxinella amphispicula","2557146153","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.05687","176.418",141,"2012-07-24T00:00:00",24,7,2012,2
"613925","Homaxinella amphispicula","2557137625","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.79373","177.66932",171,"2010-07-10T00:00:00",10,7,2010,2
"613926","Homaxinella amphispicula","2557143542","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.14238","176.23841",123,"2004-07-12T00:00:00",12,7,2004,2
"613927","Homaxinella amphispicula","2557140178","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.07432","177.31435",171,"2000-06-27T00:00:00",27,6,2000,2
"613928","Homaxinella amphispicula","2557135688","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.81715","-171.50325",203,"1997-06-28T00:00:00",28,6,1997,2
"613929","Homaxinella amphispicula","2557130579","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.05922","176.39454",169,"2002-06-16T00:00:00",16,6,2002,2
"613930","Homaxinella amphispicula","2557135355","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.25352","-173.14476",145,"2012-06-26T00:00:00",26,6,2012,2
"613931","Homaxinella amphispicula","2557134341","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.39731","-171.83295",276,"2004-06-20T00:00:00",20,6,2004,2
"613932","Homaxinella amphispicula","2557142514","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.50283","179.95141",286,"2012-07-11T00:00:00",11,7,2012,2
"613933","Homaxinella amphispicula","2557126943","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.54167","-169.61675",172,"2009-05-23T00:00:00",23,5,2009,2
"613934","Homaxinella amphispicula","2557127278","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.37995","-165.6108",89,"2006-06-06T00:00:00",6,6,2006,2
"613935","Homaxinella amphispicula","2557139043","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.10493","-175.89944",89,"2000-06-15T00:00:00",15,6,2000,2
"613936","Homaxinella amphispicula","2557135821","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.56368","-172.39135",213,"2000-06-05T00:00:00",5,6,2000,2
"613937","Homaxinella amphispicula","2557126238","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.54495","-169.61596",160,"2011-05-22T00:00:00",22,5,2011,2
"613938","Homaxinella amphispicula","2557137648","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.85943","-174.15965",154,"2004-06-28T00:00:00",28,6,2004,2
"613939","Homaxinella amphispicula","2557143102","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.43559","179.9322",171,"2000-06-22T00:00:00",22,6,2000,2
"613940","Homaxinella amphispicula","2557144180","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.46076","178.60185",346,"2000-07-01T00:00:00",1,7,2000,2
"613941","Homaxinella amphispicula","2557140976","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.54246","-176.61195",373,"2000-06-17T00:00:00",17,6,2000,2
"613942","Homaxinella amphispicula","2557146052","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.18823","175.2635",213,"2000-07-09T00:00:00",9,7,2000,2
"613943","Homaxinella amphispicula","2557127771","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.59103","-169.95585",231,"2011-05-23T00:00:00",23,5,2011,2
"613944","Homaxinella amphispicula","2557141467","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.7611","175.88145",91,"2010-07-16T00:00:00",16,7,2010,2
"613945","Homaxinella amphispicula","2557136592","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.8309","-171.47555",209,"2000-06-11T00:00:00",11,6,2000,2
"613946","Homaxinella amphispicula","2557142993","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.80309","177.76305",135,"2002-07-03T00:00:00",3,7,2002,2
"613947","Homaxinella amphispicula","2557144020","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.24507","176.0223",147,"2004-07-14T00:00:00",14,7,2004,2
"613948","Homaxinella amphispicula","2557143007","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.9769","176.82036",142,"2004-07-11T00:00:00",11,7,2004,2
"613949","Homaxinella amphispicula","2557135319","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.13385","-172.45919",166,"2012-06-25T00:00:00",25,6,2012,2
"613950","Homaxinella amphispicula","2557143071","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.97751","176.8043",128,"2004-07-11T00:00:00",11,7,2004,2
"613951","Homaxinella amphispicula","2557147072","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.93684","172.22336",276,"2010-08-05T00:00:00",5,8,2010,2
"613952","Homaxinella amphispicula","2557130460","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.95105","-169.30364",402,"2010-06-15T00:00:00",15,6,2010,2
"613953","Homaxinella amphispicula","2557145246","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.28761","179.3762",139,"2000-07-01T00:00:00",1,7,2000,2
"613954","Homaxinella amphispicula","2557146745","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.34282","-170.7006",230,"2002-08-03T00:00:00",3,8,2002,2
"613955","Homaxinella amphispicula","2557145811","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.71498","177.9291",269,"1997-07-27T00:00:00",27,7,1997,2
"613956","Homaxinella amphispicula","2557142764","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.18254","179.67892",113,"2010-07-18T00:00:00",18,7,2010,2
"613957","Homaxinella amphispicula","2557147396","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.9363","170.98463",191,"2010-08-04T00:00:00",4,8,2010,2
"613958","Homaxinella amphispicula","2557126682","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.78793","-168.70954",109,"2007-05-31T00:00:00",31,5,2007,2
"613959","Homaxinella amphispicula","2557132881","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.63515","-170.50895",92,"1997-06-19T00:00:00",19,6,1997,2
"613960","Homaxinella amphispicula","2557140858","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.47065","-178.64542",348,"2012-07-06T00:00:00",6,7,2012,2
"613961","Homaxinella amphispicula","2557134861","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.06258","-172.55685",145,"2000-06-04T00:00:00",4,6,2000,2
"613962","Homaxinella amphispicula","2557128266","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.90411","-169.8757",113,"1997-06-16T00:00:00",16,6,1997,2
"613963","Homaxinella amphispicula","2557147040","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.06047","177.3605",182,"1997-07-30T00:00:00",30,7,1997,2
"613964","Homaxinella amphispicula","2557134355","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.09459","-172.42545",166,"1997-06-27T00:00:00",27,6,1997,2
"613965","Homaxinella amphispicula","2557144495","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.49569","178.8326",96,"1997-07-20T00:00:00",20,7,1997,2
"613966","Homaxinella amphispicula","2557138658","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.90884","-173.78665",124,"1997-07-06T00:00:00",6,7,1997,2
"613967","Homaxinella amphispicula","2557131860","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.97574","-170.38874",225,"2012-06-17T00:00:00",17,6,2012,2
"613968","Homaxinella amphispicula","2557130165","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.92757","-170.39684",222,"2010-06-17T00:00:00",17,6,2010,2
"613969","Homaxinella amphispicula","2557135468","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.87329","-171.3116",207,"2000-06-11T00:00:00",11,6,2000,2
"613970","Homaxinella amphispicula","2557143280","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.31631","-173.65246",408,"2002-07-20T00:00:00",20,7,2002,2
"613971","Homaxinella amphispicula","2557140588","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.00742","177.9798",330,"2000-06-28T00:00:00",28,6,2000,2
"613973","Homaxinella amphispicula","2557137193","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.87497","-174.54925",146,"1997-07-07T00:00:00",7,7,1997,2
"613974","Homaxinella amphispicula","2557148245","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.46285","173.38136",163,"2000-07-18T00:00:00",18,7,2000,2
"613975","Homaxinella amphispicula","2557135088","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.49621","178.6618",160,"2002-06-25T00:00:00",25,6,2002,2
"616924","Hymedesmia anatoliensis","4055755748","Demospongiae","Poecilosclerida","Hymedesmiidae","Hymedesmia","40.602222","26.5425",10,"2012-08-30T00:00:00",30,8,2012,3
"632102","Leucaltis nodusgordii","1066777214","Calcarea","Clathrinida","Leucaltidae","Leucaltis","-21.527333","151.765167",18,"2000-03-12T00:00:00",12,3,2000,6
"632809","Leucascus flavus","4055760969","Calcarea","Clathrinida","Leucascidae","Leucascus","-5.132","119.361",12,"1997-05-16T00:00:00",16,5,1997,2
"632810","Leucascus flavus","4055763825","Calcarea","Clathrinida","Leucascidae","Leucascus","-5.132","119.361",12,"1997-05-16T00:00:00",16,5,1997,2
"632939","Leucetta chagosensis","1066781145","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.968616","144.504959",42,"2003-06-29T00:00:00",29,6,2003,4
"632952","Leucetta chagosensis","1890405558","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.233","166.591202",30,"2002-07-02T00:00:00",2,7,2002,4
"632958","Leucetta chagosensis","3855749482","Calcarea","Clathrinida","Leucettidae","Leucetta","-20.207","57.398333",12,"1999-11-22T00:00:00",22,11,1999,4
"632960","Leucetta chagosensis","1066768479","Calcarea","Clathrinida","Leucettidae","Leucetta","-26.602222","153.102222",16,"1994-02-10T00:00:00",10,2,1994,4
"632965","Leucetta chagosensis","1066774309","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.300278","178.016944",29.5,"1996-10-25T00:00:00",25,10,1996,4
"632976","Leucetta chagosensis","1066777489","Calcarea","Clathrinida","Leucettidae","Leucetta","-16.527533","147.812117",20,"2002-02-08T00:00:00",8,2,2002,4
"632978","Leucetta chagosensis","1066777208","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.038831","151.482167",25,"2000-03-15T00:00:00",15,3,2000,4
"632979","Leucetta chagosensis","1890405537","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.641","167.503006",30,"2002-07-02T00:00:00",2,7,2002,4
"632991","Leucetta chagosensis","1890405475","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.686199","146.524994",30,"2002-07-02T00:00:00",2,7,2002,4
"632996","Leucetta chagosensis","3901839742","Calcarea","Clathrinida","Leucettidae","Leucetta","-8.979167","159.116333",26,"2006-06-21T00:00:00",21,6,2006,4
"633008","Leucetta chagosensis","3901839377","Calcarea","Clathrinida","Leucettidae","Leucetta","-10.257467","150.697783",14,"2005-07-06T00:00:00",6,7,2005,4
"633015","Leucetta chagosensis","1066768675","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.635278","145.450556",16,"1994-04-05T00:00:00",5,4,1994,4
"633019","Leucetta chagosensis","1066784608","Calcarea","Clathrinida","Leucettidae","Leucetta","-5.2897","150.101483",28,"2007-10-21T00:00:00",21,10,2007,4
"633037","Leucetta chagosensis","1066769680","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.700833","152.552222",27,"1995-07-28T00:00:00",28,7,1995,4
"633041","Leucetta chagosensis","1890405549","Calcarea","Clathrinida","Leucettidae","Leucetta","-23.4583","151.916702",30,"2002-07-02T00:00:00",2,7,2002,4
"633051","Leucetta chagosensis","3855756446","Calcarea","Clathrinida","Leucettidae","Leucetta","15.022833","145.584667",7,"1993-02-20T00:00:00",20,2,1993,4
"633068","Leucetta chagosensis","1066777250","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.038831","151.482167",25,"2000-03-15T00:00:00",15,3,2000,4
"633074","Leucetta chagosensis","3855720581","Calcarea","Clathrinida","Leucettidae","Leucetta","13.4365","144.626",21,"2002-10-04T00:00:00",4,10,2002,4
"633091","Leucetta chagosensis","1890405550","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.472799","152.559204",30,"2002-07-02T00:00:00",2,7,2002,4
"633127","Leucetta chagosensis","1890405560","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.703501","151.738693",30,"2002-07-02T00:00:00",2,7,2002,4
"633128","Leucetta chagosensis","1890405547","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.0908","166.545303",30,"2002-07-02T00:00:00",2,7,2002,4
"633170","Leucetta chagosensis","1066775222","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.282833","147.3785",20,"1999-01-23T00:00:00",23,1,1999,4
"633173","Leucetta chagosensis","3901838759","Calcarea","Clathrinida","Leucettidae","Leucetta","-9.150278","160.255",25,"2006-06-26T00:00:00",26,6,2006,4
"633176","Leucetta chagosensis","1066780286","Calcarea","Clathrinida","Leucettidae","Leucetta","-16.73185","146.114044",22,"2002-02-11T00:00:00",11,2,2002,4
"633193","Leucetta chagosensis","3901837663","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.380916","-176.210917",30,"2018-07-22T00:00:00",22,7,2018,4
"633216","Leucetta chagosensis","1066783307","Calcarea","Clathrinida","Leucettidae","Leucetta","-23.676983","151.618267",9.5,"2004-11-11T00:00:00",11,11,2004,4
"633220","Leucetta chagosensis","3855751556","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.174333","-169.686",10,"2001-10-12T00:00:00",12,10,2001,4
"633231","Leucetta chagosensis","1890405433","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.58","145.608307",30,"2002-07-02T00:00:00",2,7,2002,4
"633232","Leucetta chagosensis","1066777492","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.885917","146.557583",18,"2002-02-05T00:00:00",5,2,2002,4
"633270","Leucetta chagosensis","3855754455","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.648667","-174.068667",30,"1997-11-13T00:00:00",13,11,1997,4
"633276","Leucetta chagosensis","1890405528","Calcarea","Clathrinida","Leucettidae","Leucetta","-15.5288","167.200699",30,"2002-07-02T00:00:00",2,7,2002,4
"633283","Leucetta chagosensis","1066781217","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.67263","144.226502",36,"2003-07-01T00:00:00",1,7,2003,4
"633287","Leucetta chagosensis","1066768725","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.651944","145.467778",16,"1994-04-06T00:00:00",6,4,1994,4
"633296","Leucetta chagosensis","1890405559","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.299299","151.524796",30,"2002-07-02T00:00:00",2,7,2002,4
"633310","Leucetta chagosensis","1066768773","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.634167","145.619167",30,"1994-04-08T00:00:00",8,4,1994,4
"633313","Leucetta chagosensis","1066779995","Calcarea","Clathrinida","Leucettidae","Leucetta","-15.482233","147.112671",26,"2002-02-07T00:00:00",7,2,2002,4
"633314","Leucetta chagosensis","1890405430","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.826","147.626007",30,"2002-07-02T00:00:00",2,7,2002,4
"633315","Leucetta chagosensis","1890405466","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.7017","145.449997",30,"2002-07-02T00:00:00",2,7,2002,4
"633318","Leucetta chagosensis","1066777456","Calcarea","Clathrinida","Leucettidae","Leucetta","-16.737517","146.2767",30,"2002-02-10T00:00:00",10,2,2002,4
"633320","Leucetta chagosensis","3901841487","Calcarea","Clathrinida","Leucettidae","Leucetta","-8.946333","159.991",26,"2006-06-25T00:00:00",25,6,2006,4
"633335","Leucetta chagosensis","3855749439","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.348833","178.166667",7,"1996-10-22T00:00:00",22,10,1996,4
"633341","Leucetta chagosensis","1066777439","Calcarea","Clathrinida","Leucettidae","Leucetta","-16.513183","147.848867",20,"2002-02-09T00:00:00",9,2,2002,4
"633347","Leucetta chagosensis","1066768714","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.651944","145.467778",16,"1994-04-06T00:00:00",6,4,1994,4
"633354","Leucetta chagosensis","1066775500","Calcarea","Clathrinida","Leucettidae","Leucetta","-23.888611","152.426667",21,"1998-02-22T00:00:00",22,2,1998,4
"633356","Leucetta chagosensis","1890405467","Calcarea","Clathrinida","Leucettidae","Leucetta","-20.0655","148.923492",30,"2002-07-02T00:00:00",2,7,2002,4
"633357","Leucetta chagosensis","1890405545","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.836201","151.972",30,"2002-07-02T00:00:00",2,7,2002,4
"633376","Leucetta chagosensis","3901841904","Calcarea","Clathrinida","Leucettidae","Leucetta","-9.002167","159.2615",35,"2006-06-23T00:00:00",23,6,2006,4
"633382","Leucetta chagosensis","1066777425","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.87","146.648331",20,"2002-02-06T00:00:00",6,2,2002,4
"633383","Leucetta chagosensis","1890405473","Calcarea","Clathrinida","Leucettidae","Leucetta","-26.612801","153.113297",30,"2002-07-02T00:00:00",2,7,2002,4
"633384","Leucetta chagosensis","1890405562","Calcarea","Clathrinida","Leucettidae","Leucetta","-20.835501","151.162293",30,"2002-07-02T00:00:00",2,7,2002,4
"633386","Leucetta chagosensis","1890405564","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.038799","151.482193",30,"2002-07-02T00:00:00",2,7,2002,4
"633398","Leucetta chagosensis","1890405479","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.257999","147.378494",30,"2002-07-02T00:00:00",2,7,2002,4
"633399","Leucetta chagosensis","1066777481","Calcarea","Clathrinida","Leucettidae","Leucetta","-15.482233","147.101267",25,"2002-02-07T00:00:00",7,2,2002,4
"633407","Leucetta chagosensis","3901840484","Calcarea","Clathrinida","Leucettidae","Leucetta","-10.2582","150.726283",19,"2005-07-06T00:00:00",6,7,2005,4
"633414","Leucetta chagosensis","3855756452","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.348833","178.166667",7,"1996-10-22T00:00:00",22,10,1996,4
"633424","Leucetta chagosensis","1066768920","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.818056","146.416667",6,"1993-11-17T00:00:00",17,11,1993,4
"633428","Leucetta chagosensis","3028090471","Calcarea","Clathrinida","Leucettidae","Leucetta","-17.57","-149.9",17.5,"2010-12-06T00:00:00",6,12,2010,4
"633434","Leucetta chagosensis","1066775231","Calcarea","Clathrinida","Leucettidae","Leucetta","-18.258","147.380694",17,"1999-01-23T00:00:00",23,1,1999,4
"633439","Leucetta chagosensis","1066769354","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.884444","146.550833",12,"1995-02-23T00:00:00",23,2,1995,4
"633449","Leucetta chagosensis","1066777490","Calcarea","Clathrinida","Leucettidae","Leucetta","-15.485","147.09",25,"2002-02-07T00:00:00",7,2,2002,4
"633453","Leucetta chagosensis","1066779757","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.978833","145.71489",27,"2001-11-22T00:00:00",22,11,2001,4
"633454","Leucetta chagosensis","1890405551","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.724","167.627502",30,"2002-07-02T00:00:00",2,7,2002,4
"633460","Leucetta chagosensis","4055763827","Calcarea","Clathrinida","Leucettidae","Leucetta","-5.102","119.286",15,"1997-04-13T00:00:00",13,4,1997,4
"633465","Leucetta chagosensis","1066775130","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.679661","145.68195",20,"1998-08-08T00:00:00",8,8,1998,4
"633467","Leucetta chagosensis","1066777169","Calcarea","Clathrinida","Leucettidae","Leucetta","-20.9625","151.301331",30,"2000-03-16T00:00:00",16,3,2000,4
"633475","Leucetta chagosensis","1890405415","Calcarea","Clathrinida","Leucettidae","Leucetta","-20.289","149.068298",30,"2002-07-02T00:00:00",2,7,2002,4
"633483","Leucetta chagosensis","1066777224","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.038831","151.482167",25,"2000-03-15T00:00:00",15,3,2000,4
"633503","Leucetta chagosensis","1066777211","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.299306","151.524833",28,"2000-03-13T00:00:00",13,3,2000,4
"633510","Leucetta chagosensis","3855724518","Calcarea","Clathrinida","Leucettidae","Leucetta","-9.2315","152.426",5,"2002-01-10T00:00:00",10,1,2002,4
"633542","Leucetta chagosensis","1066786547","Calcarea","Clathrinida","Leucettidae","Leucetta","-15.5416","167.214917",12,"2008-10-29T00:00:00",29,10,2008,4
"633546","Leucetta chagosensis","1890405375","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.162201","151.352005",30,"2002-07-02T00:00:00",2,7,2002,4
"633549","Leucetta chagosensis","1890405455","Calcarea","Clathrinida","Leucettidae","Leucetta","-27.4233","153.555298",30,"2002-07-02T00:00:00",2,7,2002,4
"633550","Leucetta chagosensis","1066768779","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.467778","145.517222",25,"1994-04-07T00:00:00",7,4,1994,4
"633555","Leucetta chagosensis","1066777302","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.979967","152.368833",20,"2001-02-05T00:00:00",5,2,2001,4
"633556","Leucetta chagosensis","1066777179","Calcarea","Clathrinida","Leucettidae","Leucetta","-21.7035","151.738667",9,"2000-03-11T00:00:00",11,3,2000,4
"633574","Leucetta chagosensis","1890405457","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.8903","146.554993",30,"2002-07-02T00:00:00",2,7,2002,4
"633581","Leucetta chagosensis","1066777488","Calcarea","Clathrinida","Leucettidae","Leucetta","-16.515","147.841669",15,"2002-02-09T00:00:00",9,2,2002,4
"633589","Leucetta chagosensis","3901838375","Calcarea","Clathrinida","Leucettidae","Leucetta","-5.426878","150.095964",16,"2018-11-05T00:00:00",5,11,2018,4
"633592","Leucetta chagosensis","1066777460","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.834833","146.551167",30,"2002-02-05T00:00:00",5,2,2002,4
"633602","Leucetta chagosensis","1890405441","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.6483","145.491699",30,"2002-07-02T00:00:00",2,7,2002,4
"633603","Leucetta chagosensis","1066777083","Calcarea","Clathrinida","Leucettidae","Leucetta","-13.83145","146.565918",21,"1999-12-12T00:00:00",12,12,1999,4
"633610","Leucetta chagosensis","1066777474","Calcarea","Clathrinida","Leucettidae","Leucetta","-14.162036","146.820431",18,"2002-02-06T00:00:00",6,2,2002,4
"633631","Leucetta chagosensis","1066775095","Calcarea","Clathrinida","Leucettidae","Leucetta","-23.49","151.88",18,"1999-07-07T00:00:00",7,7,1999,4
"633634","Leucetta chagosensis","3901840458","Calcarea","Clathrinida","Leucettidae","Leucetta","-19.181","148.322",7.5,"2005-09-26T00:00:00",26,9,2005,4
"633636","Leucetta chagosensis","3901839720","Calcarea","Clathrinida","Leucettidae","Leucetta","-5.426878","150.095964",8.3,"2019-10-31T00:00:00",31,10,2019,4
"633638","Leucetta chagosensis","4055760970","Calcarea","Clathrinida","Leucettidae","Leucetta","-5.102","119.286",15,"1997-04-13T00:00:00",13,4,1997,4
"650373","Neofibularia chinensis","3855751590","Demospongiae","Biemnida","Biemnidae","Neofibularia","5.971333","115.998667",6,"2005-10-22T00:00:00",22,10,2005,2
"650374","Neofibularia chinensis","3855753566","Demospongiae","Biemnida","Biemnidae","Neofibularia","7.3655","113.833167",10,"2006-10-23T00:00:00",23,10,2006,2
"652802","Niphates rowi","4055746168","Demospongiae","Haplosclerida","Niphatidae","Niphates","29.547222","34.958333",1,"1999-01-08T00:00:00",8,1,1999,1
"652803","Niphates rowi","4055765193","Demospongiae","Haplosclerida","Niphatidae","Niphates","29.547222","34.958333",1,"1999-01-08T00:00:00",8,1,1999,1
"652954","Nubes poculiformis","4055743256","Hexactinellida","Lyssacinosida","Rossellidae","Nubes","-31.301","175.197",1285,"2017-01-31T00:00:00",31,1,2017,7
"660608","Pericharax orientalis","4055766817","Calcarea","Clathrinida","Leucettidae","Pericharax","0.7599","127.3571",12,"2009-10-25T00:00:00",25,10,2009,4
"660609","Pericharax orientalis","4055760961","Calcarea","Clathrinida","Leucettidae","Pericharax","0.7599","127.3571",12,"2009-10-25T00:00:00",25,10,2009,4
"660611","Pericharax orientalis","1066777477","Calcarea","Clathrinida","Leucettidae","Pericharax","-16.510483","147.84",12,"2002-02-08T00:00:00",8,2,2002,4
"663089","Petrosia spheroida","3855751558","Demospongiae","Haplosclerida","Petrosiidae","Petrosia","-9.2315","152.426",20,"2002-01-10T00:00:00",10,1,2002,1
"663094","Petrosia spheroida","3855749449","Demospongiae","Haplosclerida","Petrosiidae","Petrosia","-10.627833","152.523833",10,"1998-05-31T00:00:00",31,5,1998,1
"663097","Petrosia spheroida","3855754539","Demospongiae","Haplosclerida","Petrosiidae","Petrosia","-2.214333","147.228",20,"2003-06-24T00:00:00",24,6,2003,1
"664307","Pheronemoides crustiformis","3892902787","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82566","-176.64444",840,"2019-09-02T00:00:00",2,9,2019,7
"664308","Pheronemoides crustiformis","3763298143","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.61957","-161.74445",1367,"2019-06-30T00:00:00",30,6,2019,7
"664309","Pheronemoides crustiformis","3763295143","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.62153","-161.74931",1403,"2019-06-30T00:00:00",30,6,2019,7
"664310","Pheronemoides crustiformis","3763341133","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","5.60709","-161.71954",1688,"2019-06-30T00:00:00",30,6,2019,7
"664311","Pheronemoides crustiformis","3892897805","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82558","-176.64369",799,"2019-09-02T00:00:00",2,9,2019,7
"664312","Pheronemoides crustiformis","3892902786","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82567","-176.64458",840,"2019-09-02T00:00:00",2,9,2019,7
"664313","Pheronemoides crustiformis","3892897784","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronemoides","0.82578","-176.64551",849,"2019-09-02T00:00:00",2,9,2019,7
