"","species","gbifID","class","order","family","genus","decimalLatitude","decimalLongitude","depth","eventDate","day","month","year","SpiculeTypes"
"613558","Homaxinella amphispicula","2557144043","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.27054","-179.03866",98,"2010-07-23T00:00:00",23,7,2010,2
"613559","Homaxinella amphispicula","2557138861","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.87605","-171.28885",205,"1997-06-28T00:00:00",28,6,1997,2
"613560","Homaxinella amphispicula","2557146437","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.53307","172.93869",212,"2010-08-01T00:00:00",1,8,2010,2
"613561","Homaxinella amphispicula","2557138445","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.56037","-176.7389",179,"2004-06-30T00:00:00",30,6,2004,2
"613562","Homaxinella amphispicula","2557130988","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.98137","-165.62426",91,"2007-06-02T00:00:00",2,6,2007,2
"613563","Homaxinella amphispicula","2557141352","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.643","-177.1783",141,"1997-07-11T00:00:00",11,7,1997,2
"613564","Homaxinella amphispicula","2557138508","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.0141","-176.39275",115,"1997-07-10T00:00:00",10,7,1997,2
"613565","Homaxinella amphispicula","2557139744","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.51166","-179.52791",142,"2000-06-22T00:00:00",22,6,2000,2
"613566","Homaxinella amphispicula","2557144563","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.17972","176.3238",91,"2000-07-06T00:00:00",6,7,2000,2
"613567","Homaxinella amphispicula","2557137592","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.86259","-174.04395",149,"1997-07-06T00:00:00",6,7,1997,2
"613568","Homaxinella amphispicula","2557128097","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.41908","-165.5804",95,"2006-06-07T00:00:00",7,6,2006,2
"613570","Homaxinella amphispicula","2557145453","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.73808","177.9909",149,"2004-07-16T00:00:00",16,7,2004,2
"613571","Homaxinella amphispicula","2557138444","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.75012","-171.75425",327,"1997-06-28T00:00:00",28,6,1997,2
"613572","Homaxinella amphispicula","2557128722","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.49164","-166.40775",109,"2001-05-22T00:00:00",22,5,2001,2
"613573","Homaxinella amphispicula","2557130825","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.64751","-170.2137",234,"2006-06-15T00:00:00",15,6,2006,2
"613574","Homaxinella amphispicula","2557141001","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.75621","-178.18525",90,"1997-07-17T00:00:00",17,7,1997,2
"613575","Homaxinella amphispicula","2557146580","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.64306","175.6537",181,"2000-07-08T00:00:00",8,7,2000,2
"613576","Homaxinella amphispicula","2557129094","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.51071","-163.3457",99,"2001-05-27T00:00:00",27,5,2001,2
"613577","Homaxinella amphispicula","2557135435","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.21539","-172.21395",366,"2000-06-04T00:00:00",4,6,2000,2
"613579","Homaxinella amphispicula","2557138016","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.80391","-174.57571",320,"2000-06-13T00:00:00",13,6,2000,2
"613581","Homaxinella amphispicula","2557139013","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.16186","-175.62635",206,"2000-06-16T00:00:00",16,6,2000,2
"613582","Homaxinella amphispicula","2557143146","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.20157","-173.9025",178,"2002-07-20T00:00:00",20,7,2002,2
"613583","Homaxinella amphispicula","2557131727","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.10947","-169.86265",290,"2000-05-26T00:00:00",26,5,2000,2
"613584","Homaxinella amphispicula","2557143379","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.63574","-176.26479",234,"2010-07-21T00:00:00",21,7,2010,2
"613585","Homaxinella amphispicula","2557147118","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.51432","172.95421",166,"2010-08-01T00:00:00",1,8,2010,2
"613586","Homaxinella amphispicula","2557127376","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.66425","-168.9462",142,"2005-05-23T00:00:00",23,5,2005,2
"613587","Homaxinella amphispicula","2557132915","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.92997","-170.41046",228,"2006-06-14T00:00:00",14,6,2006,2
"613588","Homaxinella amphispicula","2557149537","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.9667","-172.62106",228,"2002-08-12T00:00:00",12,8,2002,2
"613589","Homaxinella amphispicula","2557131369","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.21823","-169.74034",323,"2000-05-26T00:00:00",26,5,2000,2
"613591","Homaxinella amphispicula","2557147613","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.40857","174.27124",263,"2010-07-30T00:00:00",30,7,2010,2
"613592","Homaxinella amphispicula","2557145253","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.58583","178.449",152,"1997-07-27T00:00:00",27,7,1997,2
"613593","Homaxinella amphispicula","2557145539","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.15659","-172.66786",153,"2002-07-29T00:00:00",29,7,2002,2
"613594","Homaxinella amphispicula","2557131073","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.19067","-171.7475",469,"2000-05-31T00:00:00",31,5,2000,2
"613595","Homaxinella amphispicula","2557127466","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.25415","-167.36335",79,"2005-05-23T00:00:00",23,5,2005,2
"613597","Homaxinella amphispicula","2557147475","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.65783","173.8722",85,"2000-07-12T00:00:00",12,7,2000,2
"613598","Homaxinella amphispicula","2557142641","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.05127","-179.81381",249,"2000-06-23T00:00:00",23,6,2000,2
"613599","Homaxinella amphispicula","2557130678","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.64699","-170.20725",232,"2000-05-27T00:00:00",27,5,2000,2
"613601","Homaxinella amphispicula","2557142916","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.49842","178.8292",92,"2000-07-01T00:00:00",1,7,2000,2
"613602","Homaxinella amphispicula","2557140352","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.67852","-177.19344",83,"2000-06-17T00:00:00",17,6,2000,2
"613603","Homaxinella amphispicula","2557144619","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.24434","-172.12244",364,"2002-07-29T00:00:00",29,7,2002,2
"613604","Homaxinella amphispicula","2557141711","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.62497","-177.5332",120,"1997-07-12T00:00:00",12,7,1997,2
"613605","Homaxinella amphispicula","2557145158","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.1253","176.23379",225,"2012-07-24T00:00:00",24,7,2012,2
"613606","Homaxinella amphispicula","2557139581","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.45965","-178.4601",278,"2012-07-06T00:00:00",6,7,2012,2
"613607","Homaxinella amphispicula","2557134629","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.27045","-170.6026",237,"2000-05-30T00:00:00",30,5,2000,2
"613608","Homaxinella amphispicula","2557146000","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.17534","175.16545",172,"2000-07-10T00:00:00",10,7,2000,2
"613609","Homaxinella amphispicula","2557147411","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.59622","172.91695",149,"2010-08-01T00:00:00",1,8,2010,2
"613610","Homaxinella amphispicula","2557132826","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.65845","173.86985",83,"2002-06-22T00:00:00",22,6,2002,2
"613611","Homaxinella amphispicula","2557135329","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.13682","-172.449",168,"1997-06-27T00:00:00",27,6,1997,2
"613612","Homaxinella amphispicula","2557137455","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.45937","-172.32146",162,"2000-06-05T00:00:00",5,6,2000,2
"613613","Homaxinella amphispicula","2557139067","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.80351","-174.70595",323,"2012-07-02T00:00:00",2,7,2012,2
"613614","Homaxinella amphispicula","2557141966","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.23535","175.24885",152,"2002-07-16T00:00:00",16,7,2002,2
"613615","Homaxinella amphispicula","2557127876","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.58751","-165.90045",99,"2003-05-30T00:00:00",30,5,2003,2
"613616","Homaxinella amphispicula","2557143176","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.31258","-173.81945",112,"2002-07-20T00:00:00",20,7,2002,2
"613617","Homaxinella amphispicula","2557130545","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.93297","-170.4538",255,"2006-06-14T00:00:00",14,6,2006,2
"613618","Homaxinella amphispicula","2557145424","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.48944","174.36096",185,"2010-07-30T00:00:00",30,7,2010,2
"613619","Homaxinella amphispicula","2557129400","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.90642","-169.5058",250,"1997-06-15T00:00:00",15,6,1997,2
"613620","Homaxinella amphispicula","2557139020","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.9392","178.07516",435,"2002-07-06T00:00:00",6,7,2002,2
"613621","Homaxinella amphispicula","2557125940","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.45751","-169.57682",352,"2011-05-22T00:00:00",22,5,2011,2
"613622","Homaxinella amphispicula","2557132597","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.64815","-170.21877",235,"2012-06-18T00:00:00",18,6,2012,2
"613623","Homaxinella amphispicula","2557144588","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.25334","179.25389",157,"2000-07-04T00:00:00",4,7,2000,2
"613624","Homaxinella amphispicula","2557133820","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.12976","-172.4677",163,"2000-06-04T00:00:00",4,6,2000,2
"613625","Homaxinella amphispicula","2557127689","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.21098","-165.7513",93,"2002-05-20T00:00:00",20,5,2002,2
"613627","Homaxinella amphispicula","2557143091","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.24171","-179.91955",70,"1997-07-19T00:00:00",19,7,1997,2
"613628","Homaxinella amphispicula","2557141328","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.07596","-179.7365",318,"1997-07-18T00:00:00",18,7,1997,2
"613629","Homaxinella amphispicula","2557134240","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.9604","-173.63285",99,"2010-06-25T00:00:00",25,6,2010,2
"613630","Homaxinella amphispicula","2557137338","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.51317","-172.26565",225,"1997-06-26T00:00:00",26,6,1997,2
"613631","Homaxinella amphispicula","2557142706","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.77293","-178.1834",103,"1997-07-17T00:00:00",17,7,1997,2
"613632","Homaxinella amphispicula","2557128128","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.35809","-167.25027",44,"2011-05-25T00:00:00",25,5,2011,2
"613633","Homaxinella amphispicula","2557137958","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.85861","-174.15914",152,"2000-06-12T00:00:00",12,6,2000,2
"613636","Homaxinella amphispicula","2557132237","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.47796","-170.77068",265,"2012-06-19T00:00:00",19,6,2012,2
"613637","Homaxinella amphispicula","2557140613","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.72183","-178.2823",217,"1997-07-17T00:00:00",17,7,1997,2
"613638","Homaxinella amphispicula","2557142467","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.66788","178.333",148,"2002-07-02T00:00:00",2,7,2002,2
"613639","Homaxinella amphispicula","2557130248","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.78051","-167.2653",167,"1997-06-13T00:00:00",13,6,1997,2
"613640","Homaxinella amphispicula","2557141231","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.91792","-177.0251",89,"2000-06-17T00:00:00",17,6,2000,2
"613641","Homaxinella amphispicula","2557142915","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.7632","177.34465",154,"2000-06-24T00:00:00",24,6,2000,2
"613642","Homaxinella amphispicula","2557136593","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.39641","-171.37085",240,"2000-06-11T00:00:00",11,6,2000,2
"613643","Homaxinella amphispicula","2557146225","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.43324","175.6858",161,"2000-07-09T00:00:00",9,7,2000,2
"613644","Homaxinella amphispicula","2557148067","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.59315","172.92185",151,"2000-07-17T00:00:00",17,7,2000,2
"613645","Homaxinella amphispicula","2557143863","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.02466","177.7488",198,"2002-07-04T00:00:00",4,7,2002,2
"613646","Homaxinella amphispicula","2557128640","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.34775","-165.63231",85,"2006-06-07T00:00:00",7,6,2006,2
"613647","Homaxinella amphispicula","2557129280","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.79171","-165.53595",86,"2009-05-26T00:00:00",26,5,2009,2
"613648","Homaxinella amphispicula","2557147860","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.61702","174.18473",89,"2010-07-30T00:00:00",30,7,2010,2
"613649","Homaxinella amphispicula","2557146328","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.24004","175.2441",144,"2000-07-09T00:00:00",9,7,2000,2
"613650","Homaxinella amphispicula","2557149374","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.22738","176.0366",157,"1997-08-10T00:00:00",10,8,1997,2
"613651","Homaxinella amphispicula","2557143816","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.06974","175.99155",122,"2010-07-25T00:00:00",25,7,2010,2
"613652","Homaxinella amphispicula","2557131864","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.90378","-173.74314",128,"2002-06-08T00:00:00",8,6,2002,2
"613653","Homaxinella amphispicula","2557127777","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.14294","176.2345",123,"2002-06-16T00:00:00",16,6,2002,2
"613654","Homaxinella amphispicula","2557133919","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.61561","174.19315",88,"2002-06-22T00:00:00",22,6,2002,2
"613655","Homaxinella amphispicula","2557130886","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.54229","-170.08712",236,"2012-06-17T00:00:00",17,6,2012,2
"613656","Homaxinella amphispicula","2557151662","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.08312","-169.60591",162,"2002-08-13T00:00:00",13,8,2002,2
"613657","Homaxinella amphispicula","2557129491","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.38571","-163.7055",92,"2005-05-28T00:00:00",28,5,2005,2
"613658","Homaxinella amphispicula","2557142530","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.27259","179.9216",96,"2000-06-22T00:00:00",22,6,2000,2
"613659","Homaxinella amphispicula","2557132623","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.91117","-173.77495",125,"2002-06-08T00:00:00",8,6,2002,2
"613660","Homaxinella amphispicula","2557144435","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.41569","178.9229",122,"2004-07-15T00:00:00",15,7,2004,2
"613661","Homaxinella amphispicula","2557140317","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.59705","-177.22188",217,"2012-07-04T00:00:00",4,7,2012,2
"613663","Homaxinella amphispicula","2557126880","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.69013","-168.9681",123,"2009-05-23T00:00:00",23,5,2009,2
"613664","Homaxinella amphispicula","2557143452","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.37532","-179.6908",211,"1997-07-17T00:00:00",17,7,1997,2
"613665","Homaxinella amphispicula","2557142277","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.07122","177.2556",93,"2000-06-26T00:00:00",26,6,2000,2
"613666","Homaxinella amphispicula","2557140663","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.6184","-176.5732",147,"1997-07-11T00:00:00",11,7,1997,2
"613667","Homaxinella amphispicula","2557137590","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.96589","-172.6249",205,"2000-06-12T00:00:00",12,6,2000,2
"613668","Homaxinella amphispicula","2557141650","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.15834","179.4849",249,"2000-06-23T00:00:00",23,6,2000,2
"613670","Homaxinella amphispicula","2557145328","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.03768","176.46249",160,"2000-07-06T00:00:00",6,7,2000,2
"613671","Homaxinella amphispicula","2557144234","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.89753","178.28391",197,"2002-07-06T00:00:00",6,7,2002,2
"613672","Homaxinella amphispicula","2557140334","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.2118","-179.96949",90,"2004-07-05T00:00:00",5,7,2004,2
"613673","Homaxinella amphispicula","2557127831","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.06283","-167.09897",317,"2011-05-25T00:00:00",25,5,2011,2
"613674","Homaxinella amphispicula","2557139877","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.59896","-177.77405",113,"2004-07-01T00:00:00",1,7,2004,2
"613675","Homaxinella amphispicula","2557131250","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.25433","170.85039",170,"2002-06-18T00:00:00",18,6,2002,2
"613676","Homaxinella amphispicula","2557125835","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.37426","-165.606",86,"2006-06-06T00:00:00",6,6,2006,2
"613677","Homaxinella amphispicula","2557132970","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.36581","-171.2525",329,"2000-05-31T00:00:00",31,5,2000,2
"613678","Homaxinella amphispicula","2557147043","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.08797","172.71335",124,"2000-07-13T00:00:00",13,7,2000,2
"613679","Homaxinella amphispicula","2557131913","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.33884","-170.65721",230,"2000-05-30T00:00:00",30,5,2000,2
"613680","Homaxinella amphispicula","2557141778","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.37301","-179.69375",212,"2000-06-22T00:00:00",22,6,2000,2
"613681","Homaxinella amphispicula","2557145769","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.17169","175.20724",211,"2010-07-29T00:00:00",29,7,2010,2
"613682","Homaxinella amphispicula","2557137634","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.13607","-172.45056",165,"2000-06-13T00:00:00",13,6,2000,2
"613683","Homaxinella amphispicula","2557149048","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.81817","-171.36125",166,"2002-08-09T00:00:00",9,8,2002,2
"613684","Homaxinella amphispicula","2557141043","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.55557","-177.63316",358,"2012-07-05T00:00:00",5,7,2012,2
"613685","Homaxinella amphispicula","2557130013","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.93812","-169.33134",407,"2000-05-26T00:00:00",26,5,2000,2
"613686","Homaxinella amphispicula","2557127353","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.37794","-165.60501",87,"2004-06-07T00:00:00",7,6,2004,2
"613687","Homaxinella amphispicula","2557141589","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.21885","-179.97484",83,"2004-07-05T00:00:00",5,7,2004,2
"613688","Homaxinella amphispicula","2557134750","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.03339","-172.25025",173,"2000-06-12T00:00:00",12,6,2000,2
"613689","Homaxinella amphispicula","2557131237","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.5682","-170.67001",91,"2000-05-30T00:00:00",30,5,2000,2
"613690","Homaxinella amphispicula","2557142235","Demospongiae","Suberitida","Suberitidae","Homaxinella","56.33837","-168.2339",150,"2008-07-11T00:00:00",11,7,2008,2
"613691","Homaxinella amphispicula","2557143925","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.96527","-173.86565",87,"2002-07-27T00:00:00",27,7,2002,2
"613692","Homaxinella amphispicula","2557140477","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.54301","-176.609",379,"1997-07-11T00:00:00",11,7,1997,2
"613693","Homaxinella amphispicula","2557135514","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.57381","-170.64675",93,"2004-06-22T00:00:00",22,6,2004,2
"613694","Homaxinella amphispicula","2557129723","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.10974","-168.99175",250,"1997-06-17T00:00:00",17,6,1997,2
"613695","Homaxinella amphispicula","2557140246","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.54095","-176.6219",374,"2002-06-29T00:00:00",29,6,2002,2
"613696","Homaxinella amphispicula","2557143304","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.97702","176.80425",134,"2004-07-11T00:00:00",11,7,2004,2
"613697","Homaxinella amphispicula","2557142300","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.93319","176.6747",143,"2004-07-11T00:00:00",11,7,2004,2
"613699","Homaxinella amphispicula","2557145514","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.49789","178.65885",158,"1997-07-20T00:00:00",20,7,1997,2
"613700","Homaxinella amphispicula","2557145814","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.1276","176.29161",116,"2000-07-06T00:00:00",6,7,2000,2
"613701","Homaxinella amphispicula","2557129536","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.4039","-168.6958",275,"2000-05-25T00:00:00",25,5,2000,2
"613702","Homaxinella amphispicula","2557146949","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.85331","175.8504",99,"1997-08-01T00:00:00",1,8,1997,2
"613704","Homaxinella amphispicula","2557142057","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.61658","178.41719",178,"2000-06-30T00:00:00",30,6,2000,2
"613705","Homaxinella amphispicula","2557147565","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.32143","170.72265",368,"2010-08-04T00:00:00",4,8,2010,2
"613706","Homaxinella amphispicula","2557144051","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.32574","179.84085",116,"1997-07-21T00:00:00",21,7,1997,2
"613707","Homaxinella amphispicula","2557134434","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.07335","-172.56775",144,"2000-06-04T00:00:00",4,6,2000,2
"613708","Homaxinella amphispicula","2557131937","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.51924","-170.66766",130,"2000-05-30T00:00:00",30,5,2000,2
"613709","Homaxinella amphispicula","2557145151","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.24869","175.94098",250,"2010-07-27T00:00:00",27,7,2010,2
"613710","Homaxinella amphispicula","2557142671","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.56518","-178.0887",183,"1997-07-13T00:00:00",13,7,1997,2
"613711","Homaxinella amphispicula","2557143719","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.33301","175.86014",83,"2010-07-28T00:00:00",28,7,2010,2
"613712","Homaxinella amphispicula","2557146395","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.82681","177.6601",136,"1997-07-28T00:00:00",28,7,1997,2
"613713","Homaxinella amphispicula","2557127610","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.38293","-165.61881",89,"2006-06-06T00:00:00",6,6,2006,2
"613714","Homaxinella amphispicula","2557142372","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.91132","176.6434",370,"2004-07-11T00:00:00",11,7,2004,2
"613715","Homaxinella amphispicula","2557143516","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.26277","179.29405",141,"2004-07-15T00:00:00",15,7,2004,2
"613716","Homaxinella amphispicula","2557139288","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.85081","-175.082",176,"2000-06-14T00:00:00",14,6,2000,2
"613717","Homaxinella amphispicula","2557136284","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.42507","-171.32781",87,"2004-06-23T00:00:00",23,6,2004,2
"613718","Homaxinella amphispicula","2557127669","Demospongiae","Suberitida","Suberitidae","Homaxinella","54.37376","-165.59555",85,"2002-05-19T00:00:00",19,5,2002,2
"613719","Homaxinella amphispicula","2557131354","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.98549","-170.38019",221,"2012-06-17T00:00:00",17,6,2012,2
"613720","Homaxinella amphispicula","2557147487","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.07182","172.79761",94,"2010-08-02T00:00:00",2,8,2010,2
"613721","Homaxinella amphispicula","2557137342","Demospongiae","Suberitida","Suberitidae","Homaxinella","51.60478","178.28295",343,"2006-07-04T00:00:00",4,7,2006,2
"613722","Homaxinella amphispicula","2557135770","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.37049","-171.34915",325,"2000-06-11T00:00:00",11,6,2000,2
"613723","Homaxinella amphispicula","2557143581","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.08113","178.12709",471,"2000-06-29T00:00:00",29,6,2000,2
"613724","Homaxinella amphispicula","2557128217","Demospongiae","Suberitida","Suberitidae","Homaxinella","53.81531","-163.927",109,"2007-06-05T00:00:00",5,6,2007,2
"613725","Homaxinella amphispicula","2557134510","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.58163","174.33255",95,"2002-06-22T00:00:00",22,6,2002,2
"613726","Homaxinella amphispicula","2557143383","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.23557","175.2496",153,"2004-07-15T00:00:00",15,7,2004,2
"613727","Homaxinella amphispicula","2557135255","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.56448","-170.6815",91,"2004-06-22T00:00:00",22,6,2004,2
"613728","Homaxinella amphispicula","2557140164","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.17909","179.67423",114,"2012-07-11T00:00:00",11,7,2012,2
"613729","Homaxinella amphispicula","2557136157","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.53954","-172.33179",202,"2000-06-05T00:00:00",5,6,2000,2
"613730","Homaxinella amphispicula","2557147494","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.54163","-172.33155",204,"2002-08-05T00:00:00",5,8,2002,2
"613731","Homaxinella amphispicula","2557133251","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.69326","-170.8227",176,"2010-06-18T00:00:00",18,6,2010,2
"613732","Homaxinella amphispicula","2557135152","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.09414","-175.28624",106,"2012-06-27T00:00:00",27,6,2012,2
"613733","Homaxinella amphispicula","2557139416","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.15976","-175.63555",332,"1997-07-09T00:00:00",9,7,1997,2
"613734","Homaxinella amphispicula","2557135900","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.20779","-174.96335",203,"2004-06-29T00:00:00",29,6,2004,2
"613735","Homaxinella amphispicula","2557130876","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.57308","-170.6539",96,"1997-06-18T00:00:00",18,6,1997,2
"613736","Homaxinella amphispicula","2557142998","Demospongiae","Suberitida","Suberitidae","Homaxinella","52.05213","177.84359",238,"2000-06-28T00:00:00",28,6,2000,2
